	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12
Candidatus Hydrogenedentes unclassified	4.1387302375631155e-05	0.0	4.625346901017576e-05	2.4494194875814433e-05	5.705808513066301e-05	4.816955684007707e-05	5.765848877100931e-05	0.00010450412791305256	0.0001019125590243571	0.00018735011990407674	8.442380751371887e-05	6.116394996788892e-05
TACK group unclassified	4.1387302375631155e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2211903756859436e-05	0.0
Pleosporaceae	4.1387302375631155e-05	0.0	0.0	2.4494194875814433e-05	0.0	0.0	2.8829244385504656e-05	0.0	0.0	0.0	0.0	0.0
Candidatus Fervidibacteria unclassified	4.1387302375631155e-05	7.298737318443909e-05	2.312673450508788e-05	0.0	0.0	4.816955684007707e-05	5.765848877100931e-05	0.0	3.3970853008119036e-05	0.0	4.2211903756859436e-05	9.174592495183338e-05
Acidimicrobiaceae	4.1387302375631155e-05	0.0	4.625346901017576e-05	0.0006858374565228041	0.0007988131918292822	0.0010115606936416184	0.0002594631994695419	0.0005486466715435259	0.0009172130312192139	0.0011615707434052757	4.2211903756859436e-05	0.0009786231994862228
Acidaminococcaceae	4.1387302375631155e-05	0.0	4.625346901017576e-05	0.0	0.0	0.00014450867052023122	0.0	5.225206395652628e-05	0.0001019125590243571	0.0	0.0001266357112705783	9.174592495183338e-05
Candidatus Wolfebacteria unclassified	4.1387302375631155e-05	0.0	6.938020351526365e-05	2.4494194875814433e-05	2.8529042565331506e-05	9.633911368015414e-05	5.765848877100931e-05	7.837809593478942e-05	3.3970853008119036e-05	0.0	0.00016884761502743774	3.058197498394446e-05
Chlamydiae unclassified	4.1387302375631155e-05	0.0	4.625346901017576e-05	0.0	0.0	4.816955684007707e-05	2.8829244385504656e-05	2.612603197826314e-05	0.0	0.0	0.0	0.0
Oceanospirillales unclassified	4.1387302375631155e-05	0.0	4.625346901017576e-05	0.00017145936413070101	0.00011411617026132602	4.816955684007707e-05	8.648773315651397e-05	2.612603197826314e-05	0.00016985426504059517	7.494004796163069e-05	0.0	0.00012232789993577784
Dermabacteraceae	4.1387302375631155e-05	0.0	0.0001387604070305273	0.00017145936413070101	5.705808513066301e-05	4.816955684007707e-05	0.00017297546631302795	0.00010450412791305256	0.0001019125590243571	0.00018735011990407674	0.0003376952300548755	0.00021407382488761124
Methylacidiphilaceae	4.1387302375631155e-05	0.0	0.0	2.4494194875814433e-05	0.0	0.0	0.0	2.612603197826314e-05	0.0	0.0	0.0	3.058197498394446e-05
Campylobacterales unclassified	4.1387302375631155e-05	0.00014597474636887818	0.0	0.0	0.0	4.816955684007707e-05	5.765848877100931e-05	7.837809593478942e-05	0.0	0.0	4.2211903756859436e-05	0.0
Dermatophilaceae	4.1387302375631155e-05	0.0	2.312673450508788e-05	2.4494194875814433e-05	0.0	9.633911368015414e-05	5.765848877100931e-05	7.837809593478942e-05	0.0001019125590243571	3.7470023980815345e-05	4.2211903756859436e-05	0.00030581974983944464
Porticoccaceae	4.1387302375631155e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Methanomicrobiaceae	4.1387302375631155e-05	0.0	2.312673450508788e-05	9.797677950325773e-05	2.8529042565331506e-05	9.633911368015414e-05	2.8829244385504656e-05	5.225206395652628e-05	6.794170601623807e-05	0.0	0.0005909666525960321	3.058197498394446e-05
Synergistales unclassified	4.1387302375631155e-05	7.298737318443909e-05	4.625346901017576e-05	0.0	0.0	0.00024084778420038535	2.8829244385504656e-05	0.0001306301598913157	3.3970853008119036e-05	7.494004796163069e-05	0.0001266357112705783	0.00012232789993577784
Syntrophomonadaceae	4.1387302375631155e-05	0.0	0.0	0.0	2.8529042565331506e-05	4.816955684007707e-05	5.765848877100931e-05	0.0	0.0	0.0	4.2211903756859436e-05	3.058197498394446e-05
Spirochaetes unclassified	4.1387302375631155e-05	0.0	2.312673450508788e-05	2.4494194875814433e-05	0.0	4.816955684007707e-05	0.0	0.0	0.0	0.0	0.0	3.058197498394446e-05
Planctomycetia unclassified	4.1387302375631155e-05	0.0	0.0	0.0	0.0	0.0	5.765848877100931e-05	0.0	6.794170601623807e-05	0.0	0.0	0.0
Acidimicrobiia unclassified	4.1387302375631155e-05	0.0	2.312673450508788e-05	0.0	2.8529042565331506e-05	4.816955684007707e-05	0.0	2.612603197826314e-05	0.0	0.0	4.2211903756859436e-05	3.058197498394446e-05
Chlamydiales unclassified	4.1387302375631155e-05	0.0	0.00011563367252543941	2.4494194875814433e-05	2.8529042565331506e-05	0.0	0.0	2.612603197826314e-05	3.3970853008119036e-05	0.0	0.0	3.058197498394446e-05
Nitrospirae unclassified	4.1387302375631155e-05	0.0	0.0	2.4494194875814433e-05	2.8529042565331506e-05	0.0	5.765848877100931e-05	5.225206395652628e-05	3.3970853008119036e-05	0.00011241007194244605	4.2211903756859436e-05	6.116394996788892e-05
Chloroflexaceae	4.1387302375631155e-05	0.00014597474636887818	0.00023126734505087883	0.00022044775388232988	0.00048499372361063563	4.816955684007707e-05	0.0002594631994695419	0.0002612603197826314	0.0005435336481299046	0.0003747002398081535	0.0002532714225411566	0.0006116394996788893
Candidatus Parcubacteria unclassified	4.1387302375631155e-05	7.298737318443909e-05	2.312673450508788e-05	0.0	2.8529042565331506e-05	0.0003371868978805395	5.765848877100931e-05	0.0	0.0	0.0	0.0	0.0004893115997431114
Candidatus Paracaedibacteraceae	4.1387302375631155e-05	0.0	0.0	0.0	0.0	0.0	2.8829244385504656e-05	0.0	0.0	0.0	0.0	3.058197498394446e-05
Candidatus Pacebacteria unclassified	4.1387302375631155e-05	0.0	0.0	4.8988389751628865e-05	2.8529042565331506e-05	4.816955684007707e-05	5.765848877100931e-05	5.225206395652628e-05	0.0	3.7470023980815345e-05	4.2211903756859436e-05	0.0
Neisseriales unclassified	4.1387302375631155e-05	0.0	0.0	0.00012247097437907215	5.705808513066301e-05	9.633911368015414e-05	0.0	2.612603197826314e-05	3.3970853008119036e-05	0.0	0.0	9.174592495183338e-05
Nautiliaceae	4.1387302375631155e-05	7.298737318443909e-05	2.312673450508788e-05	0.0	2.8529042565331506e-05	0.0	0.0	0.0	3.3970853008119036e-05	0.0	8.442380751371887e-05	6.116394996788892e-05
Nanoarchaeota unclassified	4.1387302375631155e-05	7.298737318443909e-05	6.938020351526365e-05	0.0	0.00011411617026132602	0.00043352601156069364	0.00014414622192752329	0.000365764447695684	0.0002038251180487142	0.00029976019184652276	0.0002532714225411566	0.0002752377748555002
Aerococcaceae	4.1387302375631155e-05	0.0	0.0	0.0	2.8529042565331506e-05	4.816955684007707e-05	0.0	0.0	0.0	3.7470023980815345e-05	0.0	0.0
Propionibacteriales unclassified	4.1387302375631155e-05	0.0	6.938020351526365e-05	4.8988389751628865e-05	2.8529042565331506e-05	9.633911368015414e-05	0.00011531697754201862	0.000182882223847842	0.0	7.494004796163069e-05	0.0	0.0
Verrucomicrobiales unclassified	4.1387302375631155e-05	0.0005838989854755127	0.00032377428307123034	0.0002939303385097732	0.0004564646810453041	0.00043352601156069364	0.0004612679101680745	0.00041801651165221024	0.00044162108910554744	0.0	0.0005909666525960321	0.0005198935747270559
Cellvibrionales unclassified	4.1387302375631155e-05	0.0	4.625346901017576e-05	9.797677950325773e-05	0.0	4.816955684007707e-05	8.648773315651397e-05	2.612603197826314e-05	0.0	3.7470023980815345e-05	0.0	3.058197498394446e-05
Oceanospirillaceae	4.1387302375631155e-05	0.0	6.938020351526365e-05	7.34825846274433e-05	0.0005135227661759672	4.816955684007707e-05	2.8829244385504656e-05	0.0001306301598913157	0.0001019125590243571	3.7470023980815345e-05	0.0	3.058197498394446e-05
Moritellaceae	4.1387302375631155e-05	0.0	0.0	0.0	0.0	4.816955684007707e-05	0.0	0.0	0.0	0.0	0.0	6.116394996788892e-05
Coxiellaceae	4.1387302375631155e-05	0.0	2.312673450508788e-05	0.0	0.0	9.633911368015414e-05	0.0	0.0	0.0	0.0	4.2211903756859436e-05	0.0
Crenarchaeota unclassified	4.1387302375631155e-05	0.0	0.0	0.0	2.8529042565331506e-05	4.816955684007707e-05	2.8829244385504656e-05	0.0	0.0	0.0	0.0	0.0
Thermococcaceae	4.1387302375631155e-05	0.0	0.0	0.0	0.0	0.00014450867052023122	2.8829244385504656e-05	0.0	6.794170601623807e-05	3.7470023980815345e-05	4.2211903756859436e-05	0.00012232789993577784
Dermacoccaceae	4.1387302375631155e-05	7.298737318443909e-05	4.625346901017576e-05	2.4494194875814433e-05	0.00011411617026132602	0.00014450867052023122	5.765848877100931e-05	5.225206395652628e-05	6.794170601623807e-05	0.00014988009592326138	8.442380751371887e-05	0.0
Candidatus Peribacteria unclassified	4.1387302375631155e-05	0.0	2.312673450508788e-05	0.0	2.8529042565331506e-05	9.633911368015414e-05	5.765848877100931e-05	0.0	0.0	0.0	0.0	3.058197498394446e-05
Leptospiraceae	4.1387302375631155e-05	7.298737318443909e-05	4.625346901017576e-05	2.4494194875814433e-05	8.558712769599452e-05	9.633911368015414e-05	8.648773315651397e-05	0.00015675619186957885	0.00013588341203247614	0.00011241007194244605	0.0001266357112705783	0.00015290987491972232
Brevibacteriaceae	4.1387302375631155e-05	0.0	0.0	0.0	2.8529042565331506e-05	0.0	2.8829244385504656e-05	2.612603197826314e-05	0.0001019125590243571	0.0	8.442380751371887e-05	0.0
Fibrobacteria unclassified	4.1387302375631155e-05	0.0	0.0	2.4494194875814433e-05	2.8529042565331506e-05	4.816955684007707e-05	5.765848877100931e-05	0.0	3.3970853008119036e-05	7.494004796163069e-05	4.2211903756859436e-05	3.058197498394446e-05
Selenomonadales unclassified	4.1387302375631155e-05	0.0	2.312673450508788e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.7470023980815345e-05	0.0	3.058197498394446e-05
Candidate division Zixibacteria unclassified	4.1387302375631155e-05	0.0	0.0	2.4494194875814433e-05	5.705808513066301e-05	4.816955684007707e-05	2.8829244385504656e-05	2.612603197826314e-05	0.0	3.7470023980815345e-05	0.000675390460109751	3.058197498394446e-05
Herpetosiphonaceae	4.1387302375631155e-05	0.0	0.0	2.4494194875814433e-05	2.8529042565331506e-05	0.0	2.8829244385504656e-05	2.612603197826314e-05	6.794170601623807e-05	0.00011241007194244605	0.0	0.0
Rickettsiales unclassified	4.1387302375631155e-05	7.298737318443909e-05	2.312673450508788e-05	0.0	0.0	0.0	0.0	0.0	0.0	7.494004796163069e-05	4.2211903756859436e-05	6.116394996788892e-05
Candidate division WWE3 unclassified	4.1387302375631155e-05	0.0	2.312673450508788e-05	7.34825846274433e-05	2.8529042565331506e-05	0.00014450867052023122	2.8829244385504656e-05	2.612603197826314e-05	3.3970853008119036e-05	3.7470023980815345e-05	0.0	6.116394996788892e-05
Candidatus Atribacteria unclassified	4.1387302375631155e-05	7.298737318443909e-05	4.625346901017576e-05	0.0	5.705808513066301e-05	4.816955684007707e-05	2.8829244385504656e-05	0.0003135123837391577	3.3970853008119036e-05	0.0	0.00037990713381173493	0.00012232789993577784
Roseiflexaceae	4.1387302375631155e-05	0.0	2.312673450508788e-05	0.00022044775388232988	0.0003138194682186466	0.0004816955684007707	0.0008937065759506444	0.0004441425436304734	0.002072222033495261	0.0	0.0005487547488391727	0.0007033854246307227
Frankiales unclassified	4.1387302375631155e-05	0.0	0.0	2.4494194875814433e-05	2.8529042565331506e-05	0.0	2.8829244385504656e-05	0.0	3.3970853008119036e-05	0.0	0.0	0.0
Elusimicrobia unclassified	4.1387302375631155e-05	0.0	0.0	0.0	0.0	4.816955684007707e-05	0.0	0.0	0.0	0.0	4.2211903756859436e-05	3.058197498394446e-05
Borreliaceae	4.1387302375631155e-05	0.00014597474636887818	0.0	2.4494194875814433e-05	2.8529042565331506e-05	0.0	0.0	5.225206395652628e-05	6.794170601623807e-05	3.7470023980815345e-05	4.2211903756859436e-05	3.058197498394446e-05
Sphingobacteriaceae	4.1387302375631155e-05	7.298737318443909e-05	4.625346901017576e-05	7.34825846274433e-05	0.00011411617026132602	0.0	0.00023063395508403725	0.0001306301598913157	0.0002038251180487142	3.7470023980815345e-05	0.0	6.116394996788892e-05
Candidate division CPR2 unclassified	4.1387302375631155e-05	0.0	2.312673450508788e-05	7.34825846274433e-05	0.0	4.816955684007707e-05	5.765848877100931e-05	0.0	6.794170601623807e-05	3.7470023980815345e-05	0.0001266357112705783	0.0
Mesoniviridae	4.1387302375631155e-05	0.0	0.0	2.4494194875814433e-05	0.0	0.0	0.0	0.0	0.0	3.7470023980815345e-05	0.0	0.0
Saccharomyceta unclassified	4.1387302375631155e-05	0.0	0.0	2.4494194875814433e-05	5.705808513066301e-05	4.816955684007707e-05	0.0	0.0	3.3970853008119036e-05	0.0	0.0	0.0
Marinimicrobia unclassified	4.1387302375631155e-05	0.00029194949273775636	6.938020351526365e-05	0.00019595355900651546	0.00011411617026132602	9.633911368015414e-05	0.00020180471069853258	0.00010450412791305256	0.0002038251180487142	0.00011241007194244605	0.0003376952300548755	0.00015290987491972232
Thiotrichales unclassified	0.0	0.0	2.312673450508788e-05	0.0	2.8529042565331506e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sanguibacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.794170601623807e-05	0.0	0.0	0.0
Synergistetes unclassified	0.0	0.0	0.0	0.0	0.0	4.816955684007707e-05	0.0	2.612603197826314e-05	0.0	0.0	0.0	0.0
Vibrionales unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2211903756859436e-05	3.058197498394446e-05
Petrotogales unclassified	0.0	0.0	0.0	0.0	0.0	0.0	5.765848877100931e-05	5.225206395652628e-05	0.0	0.0	0.0	0.0
Thiotrichaceae	0.0	0.0	0.00018501387604070305	0.0	0.0003708775533493096	0.0	2.8829244385504656e-05	0.0	0.00047559194211366647	0.0	0.0	6.116394996788892e-05
Peptoniphilaceae	0.0	7.298737318443909e-05	0.0	7.34825846274433e-05	5.705808513066301e-05	9.633911368015414e-05	8.648773315651397e-05	0.0	0.0001019125590243571	0.0	4.2211903756859436e-05	0.0
Rickettsiaceae	0.0	0.0	0.0	2.4494194875814433e-05	0.0	0.0	8.648773315651397e-05	5.225206395652628e-05	3.3970853008119036e-05	7.494004796163069e-05	0.0001266357112705783	6.116394996788892e-05
Saccharospirillaceae	0.0	0.0	0.0	0.0	2.8529042565331506e-05	0.0	2.8829244385504656e-05	0.0	0.0	0.0	0.0	0.0
Thermotogales unclassified	0.0	0.0	4.625346901017576e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Rubrobacteraceae	0.0	0.0	0.00018501387604070305	0.0	0.0	0.0	5.765848877100931e-05	0.0004441425436304734	0.0	0.0003747002398081535	0.00042211903756859433	0.0002752377748555002
Thermoprotei unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2211903756859436e-05	3.058197498394446e-05
Succinivibrionaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2211903756859436e-05	0.0
Symbiobacteriaceae	0.0	0.0	0.0002543940795559667	0.00034291872826140203	0.0	0.0005298651252408478	0.00017297546631302795	0.00028738635176089454	0.00047559194211366647	0.00033723021582733815	0.0008442380751371887	0.0003364017248233891
Salinisphaeraceae	0.0	0.0	2.312673450508788e-05	0.00012247097437907215	0.00022823234052265205	0.0	0.0	0.0002612603197826314	0.0	0.0	0.0	0.0
Thermoproteaceae	0.0	0.0	2.312673450508788e-05	0.0	2.8529042565331506e-05	4.816955684007707e-05	0.0	0.0	0.0	0.0	0.0	6.116394996788892e-05
Rivulariaceae	0.0	0.0	0.0	0.0	0.00017117425539198904	0.0	0.0005189263989390838	0.0	0.0006794170601623807	0.0	0.0	0.0
Saccharomycetales unclassified	0.0	0.0	0.0	0.0	2.8529042565331506e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Patulibacteraceae	0.0	0.0	0.0	0.0002939303385097732	0.0	4.816955684007707e-05	0.0	0.0002612603197826314	6.794170601623807e-05	0.000636990407673861	8.442380751371887e-05	6.116394996788892e-05
Pelagibacteraceae	0.0	0.0	2.312673450508788e-05	2.4494194875814433e-05	0.0	0.0	5.765848877100931e-05	0.0	6.794170601623807e-05	3.7470023980815345e-05	0.0	0.0
Sulfolobaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.794170601623807e-05	0.0	0.0	0.0
Sulfuricellaceae	0.0	0.0	2.312673450508788e-05	9.797677950325773e-05	5.705808513066301e-05	9.633911368015414e-05	0.00023063395508403725	0.0	3.3970853008119036e-05	0.00033723021582733815	0.0	0.00030581974983944464
Viruses unclassified	0.0	0.0	0.0	0.0	0.0	4.816955684007707e-05	0.0	0.0	0.0	0.0	0.0	0.0
Ustilaginaceae	0.0	0.0	0.0	2.4494194875814433e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Tissierellia unclassified	0.0	7.298737318443909e-05	0.0	0.0	0.0	0.0	0.0	2.612603197826314e-05	0.0	3.7470023980815345e-05	8.442380751371887e-05	0.0
Psychromonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3970853008119036e-05	0.0	0.0	0.0
Pleurocapsales unclassified	0.0	0.0	0.00016188714153561517	4.8988389751628865e-05	0.00028529042565331506	0.0	2.8829244385504656e-05	2.612603197826314e-05	3.3970853008119036e-05	0.0	0.0	3.058197498394446e-05
Podoviridae	0.0	0.0	0.0	2.4494194875814433e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Pyrodictiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.058197498394446e-05
Thermomicrobia unclassified	0.0	0.0	0.0	0.0	5.705808513066301e-05	9.633911368015414e-05	0.0	0.0	3.3970853008119036e-05	0.0	0.00016884761502743774	3.058197498394446e-05
Spirochaetales unclassified	0.0	7.298737318443909e-05	4.625346901017576e-05	0.0	0.0	4.816955684007707e-05	0.0	0.0	0.0	0.0	0.0	0.0
Sordariomyceta unclassified	0.0	0.0	0.0	0.0	0.0	0.0	2.8829244385504656e-05	0.0	0.0	0.0	0.0	0.0
Polyporaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3970853008119036e-05	0.0	0.0	0.0
Plasmodiidae	0.0	0.0	2.312673450508788e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.7470023980815345e-05	0.0	0.0
Sordariomycetes unclassified	0.0	0.0	0.0	0.0	0.0	4.816955684007707e-05	2.8829244385504656e-05	0.0	3.3970853008119036e-05	0.0	4.2211903756859436e-05	0.0
Unclassified Gammaproteobacteria unclassified	0.0	0.0	0.004301572617946346	0.0042619899083917116	0.005819924683327628	0.006117533718689788	0.005073947011848819	0.005460340683456997	0.005537249040323403	0.0064073741007194245	0.005065428450823132	0.006636288571515949
Sphaerobacteraceae	0.0	0.0	4.625346901017576e-05	0.0002449419487581443	0.00022823234052265205	0.0008670520231213873	0.00023063395508403725	0.00039189047967394715	0.00047559194211366647	0.0004121702637889688	0.0004643309413254538	0.0006116394996788893
Thermoanaerobacterales Family III. Incertae Sedis	0.0	0.00029194949273775636	0.0	2.4494194875814433e-05	5.705808513066301e-05	0.0	2.8829244385504656e-05	7.837809593478942e-05	0.00016985426504059517	0.0	4.2211903756859436e-05	3.058197498394446e-05
Thermodesulfobacteriaceae	0.0	0.0	2.312673450508788e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.058197498394446e-05
Thermodesulfobiaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7470023980815345e-05	0.0	0.0
Reoviridae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.058197498394446e-05
Siphoviridae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7470023980815345e-05	0.0	0.0
Secoviridae	0.0	0.0	0.0	0.0	0.0	4.816955684007707e-05	0.0	0.0	0.0	0.0	0.0	0.0
Spiroplasmataceae	0.0	0.0	2.312673450508788e-05	0.0	0.0	0.0	0.0	2.612603197826314e-05	0.0	0.0	0.0	0.0
Phycodnaviridae	0.0	0.0	0.0	0.0	0.00011411617026132602	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Sphingobacteriales unclassified	0.0	0.0	4.625346901017576e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Trueperaceae	0.0	0.0	0.00011563367252543941	0.0002449419487581443	0.00022823234052265205	0.0	0.0003171216882405512	0.000365764447695684	0.00023779597105683323	0.00026229016786570743	0.0	0.0004281476497752225
Sporolactobacillaceae	0.0	0.00029194949273775636	2.312673450508788e-05	0.0	2.8529042565331506e-05	4.816955684007707e-05	0.0	0.0	0.0	0.0	4.2211903756859436e-05	0.0
Picornaviridae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3970853008119036e-05	0.0	0.0	0.0
Spongiibacteraceae	0.0	0.0	2.312673450508788e-05	0.0	0.0	0.0	5.765848877100931e-05	0.0	0.0	0.0	4.2211903756859436e-05	0.0
Syntrophobacterales unclassified	0.0	0.0	4.625346901017576e-05	0.0	0.0	0.0	0.0	2.612603197826314e-05	3.3970853008119036e-05	3.7470023980815345e-05	0.0001266357112705783	0.0
Syntrophorhabdaceae	0.0	0.0	0.0001387604070305273	0.0	0.00019970329795732054	0.0009152215799614644	0.00014414622192752329	0.00028738635176089454	0.0005095627951217855	0.00033723021582733815	0.0004643309413254538	0.0005810575246949448
Trypanosomatidae	0.0	0.0	0.0	0.0	0.0	0.0	5.765848877100931e-05	0.0	0.0	0.0	4.2211903756859436e-05	0.0
Unclassified Archaea unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0007176023638666104	0.0
Shewanellaceae	0.0	7.298737318443909e-05	0.0	2.4494194875814433e-05	0.00022823234052265205	0.00014450867052023122	8.648773315651397e-05	0.00010450412791305256	0.00023779597105683323	0.00014988009592326138	4.2211903756859436e-05	3.058197498394446e-05
Thermoplasmata unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7470023980815345e-05	0.0	0.0
Planococcaceae	0.0	7.298737318443909e-05	2.312673450508788e-05	2.4494194875814433e-05	0.0	0.0	0.0	0.0	0.0	3.7470023980815345e-05	4.2211903756859436e-05	0.0
Retroviridae	0.0	0.0	0.0	0.0	0.0	0.0	2.8829244385504656e-05	0.0	0.0	0.0	0.0	0.0
Tombusviridae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7470023980815345e-05	0.0	0.0
Idiomarinaceae	0.0	0.0007298737318443909	0.0	2.4494194875814433e-05	2.8529042565331506e-05	0.0	0.0	0.0	6.794170601623807e-05	3.7470023980815345e-05	4.2211903756859436e-05	6.116394996788892e-05
Parvoviridae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.2211903756859436e-05	3.058197498394446e-05
Oscillochloridaceae	0.0	0.0	0.0	0.00041640131288884537	0.00034234851078397807	0.0	0.0005765848877100931	0.0004441425436304734	0.0014267758263409995	0.0006744604316546763	0.0	0.0003364017248233891
Carnobacteriaceae	0.0	7.298737318443909e-05	2.312673450508788e-05	2.4494194875814433e-05	0.0	0.0	2.8829244385504656e-05	2.612603197826314e-05	3.3970853008119036e-05	3.7470023980815345e-05	8.442380751371887e-05	3.058197498394446e-05
Candidatus Yanofskybacteria unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7470023980815345e-05	0.0	0.0
Candidatus Woesebacteria unclassified	0.0	0.0	4.625346901017576e-05	4.8988389751628865e-05	8.558712769599452e-05	9.633911368015414e-05	0.00011531697754201862	2.612603197826314e-05	6.794170601623807e-05	3.7470023980815345e-05	0.0	0.00012232789993577784
Candidatus Shapirobacteria unclassified	0.0	0.0	0.0	2.4494194875814433e-05	0.0	9.633911368015414e-05	5.765848877100931e-05	2.612603197826314e-05	3.3970853008119036e-05	0.0	4.2211903756859436e-05	3.058197498394446e-05
Candidatus Saccharibacteria unclassified	0.0	0.0	0.0	0.0	8.558712769599452e-05	0.0	0.0	0.0	0.0	3.7470023980815345e-05	4.2211903756859436e-05	0.0
Candidatus Roizmanbacteria unclassified	0.0	0.0	2.312673450508788e-05	2.4494194875814433e-05	0.0	9.633911368015414e-05	2.8829244385504656e-05	5.225206395652628e-05	3.3970853008119036e-05	7.494004796163069e-05	0.0001266357112705783	3.058197498394446e-05
Candidatus Microgenomates unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.058197498394446e-05
Candidatus Magasanikbacteria unclassified	0.0	0.00014597474636887818	0.0	2.4494194875814433e-05	2.8529042565331506e-05	4.816955684007707e-05	2.8829244385504656e-05	0.00010450412791305256	3.3970853008119036e-05	0.00011241007194244605	0.00029548332629801604	0.00021407382488761124
Candidatus Levybacteria unclassified	0.0	0.0	0.0	0.0	0.0	4.816955684007707e-05	0.0	0.0	0.0	3.7470023980815345e-05	0.0	6.116394996788892e-05
Candidatus Kaiserbacteria unclassified	0.0	0.0	0.0	7.34825846274433e-05	2.8529042565331506e-05	0.0	0.0	0.00015675619186957885	0.0	0.0	8.442380751371887e-05	9.174592495183338e-05
Candidatus Jorgensenbacteria unclassified	0.0	0.0	2.312673450508788e-05	2.4494194875814433e-05	0.0	0.0	2.8829244385504656e-05	5.225206395652628e-05	0.0	0.0	8.442380751371887e-05	3.058197498394446e-05
Candidatus Gottesmanbacteria unclassified	0.0	0.0	0.0	4.8988389751628865e-05	5.705808513066301e-05	4.816955684007707e-05	0.0	2.612603197826314e-05	3.3970853008119036e-05	0.0	4.2211903756859436e-05	3.058197498394446e-05
Candidatus Giovannonibacteria unclassified	0.0	0.0	4.625346901017576e-05	0.0	0.0	0.0	0.0	0.0	3.3970853008119036e-05	0.0	0.0	3.058197498394446e-05
Candidatus Falkowbacteria unclassified	0.0	0.0	6.938020351526365e-05	4.8988389751628865e-05	8.558712769599452e-05	0.00024084778420038535	5.765848877100931e-05	5.225206395652628e-05	0.0001019125590243571	0.00018735011990407674	4.2211903756859436e-05	0.0002752377748555002
Candidatus Diapherotrites unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.612603197826314e-05	0.0	0.0	4.2211903756859436e-05	0.0
Candidatus Daviesbacteria unclassified	0.0	7.298737318443909e-05	2.312673450508788e-05	0.0	2.8529042565331506e-05	9.633911368015414e-05	0.0	7.837809593478942e-05	3.3970853008119036e-05	3.7470023980815345e-05	8.442380751371887e-05	0.0
Candidatus Curtissbacteria unclassified	0.0	0.0	0.0	2.4494194875814433e-05	2.8529042565331506e-05	0.0	0.0	0.0	3.3970853008119036e-05	0.0	0.0	0.0
Catenulisporales unclassified	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.058197498394446e-05
Chlamydiaceae	0.0	0.0	6.938020351526365e-05	0.0	0.0	4.816955684007707e-05	2.8829244385504656e-05	0.0	0.0	0.0	4.2211903756859436e-05	0.0
Chloroflexales unclassified	0.0	0.0	0.0	2.4494194875814433e-05	5.705808513066301e-05	0.0	5.765848877100931e-05	5.225206395652628e-05	0.00023779597105683323	3.7470023980815345e-05	8.442380751371887e-05	6.116394996788892e-05
Deinococcales unclassified	0.0	7.298737318443909e-05	0.0	0.0	0.0	0.0	0.0	2.612603197826314e-05	0.0	3.7470023980815345e-05	0.0	0.0
Dictyoglomaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.3970853008119036e-05	0.0	4.2211903756859436e-05	0.0
