Level 	6	12	14	36	38	46	74	78	98	102	108	110	238
A_P													
A_C													
A_O			47660		12227							160069	
A_F		8201											
B_P													
B_C													
B_O		261											
B_F					49611	375802	88214	21004					
C_P													
C_O	8848	784		1774		141309		16760	58			166974	
C_C	4821	138				51629							
C_F	24617	7989				401453					106854		4938316
