	1	2	3	4
PF00001	1.0433294730142832e-05	9.117259351838837e-05	1.106382350988737e-05	1.3685194899984034e-05
PF00002	0.0	7.597716126532364e-06	3.687941169962457e-06	0.0
PF00003	4.6949826285642746e-05	3.798858063266182e-05	2.212764701977474e-05	1.8246926533312046e-05
PF00004	0.003589053387169134	0.0033543916698640388	0.0034851044056145217	0.0033619962137627444
PF00005	0.011852222813442257	0.011639701105847583	0.010905242039578985	0.011317656182286796
PF00006	0.0010328961782841404	0.001105467696410459	0.0010621270569491875	0.0011723650297652988
PF00008	1.5649942095214247e-05	4.1787438695928005e-05	3.687941169962457e-05	9.123463266656023e-06
PF00009	0.0018101766356797813	0.0017778655736085732	0.001663261467653068	0.0018566247747645007
PF00010	5.216647365071416e-06	2.2793148379597092e-05	1.8439705849812285e-05	0.0
PF00011	0.00044863167339614175	0.0004254721030858124	0.0005015599991148942	0.0005017904796660813
PF00012	0.0015284776779659248	0.0015499340898126022	0.0014198573504355459	0.0013411491001984353
PF00013	0.00025039907352342796	0.00026212120636536656	0.0002470920583874846	0.00021440138676641652
PF00014	1.0433294730142832e-05	7.597716126532364e-06	1.8439705849812285e-05	9.123463266656023e-06
PF00015	0.0006051310943482842	0.0006192138643123877	0.0011174461744986243	0.0006203955021326095
PF00016	8.346635784114265e-05	7.597716126532364e-05	0.00011432617626883616	0.00012772848573318433
PF00017	5.216647365071416e-06	2.2793148379597092e-05	0.0	0.0
PF00018	1.5649942095214247e-05	5.318401288572655e-05	2.9503529359699655e-05	4.5617316333280116e-06
PF00019	0.0	3.798858063266182e-06	0.0	0.0
PF00020	4.6949826285642746e-05	1.1396574189798546e-05	0.0	4.5617316333280116e-06
PF00021	0.0	0.0	0.0	0.0
PF00022	0.00011998288939664256	0.00011396574189798547	7.007088222928668e-05	6.386424286659216e-05
PF00023	0.0011476624203157115	0.0009877030964492073	0.0006675173517632047	0.0006067103072326255
PF00024	5.216647365071416e-06	1.5195432253064728e-05	3.687941169962457e-06	1.8246926533312046e-05
PF00025	0.0002556157208884994	0.0002317303418592371	0.00022865235253767232	0.00012772848573318433
PF00026	2.608323682535708e-05	2.2793148379597092e-05	2.212764701977474e-05	1.8246926533312046e-05
PF00027	0.0009650797625382119	0.0010940711222206605	0.0010953185274788497	0.0009944574960655064
PF00028	0.0001669327156822853	0.00011396574189798547	7.007088222928668e-05	4.5617316333280114e-05
PF00030	1.0433294730142832e-05	7.597716126532364e-06	3.687941169962457e-06	9.123463266656023e-06
PF00031	0.0	0.0	0.0	0.0
PF00032	9.91162999363569e-05	9.877030964492074e-05	5.900705871939931e-05	5.9302511233264146e-05
PF00033	0.00013041618412678539	0.00020893719347964002	0.00014751764679849828	0.00017334580206646442
PF00034	0.0006938140995544983	0.0008243521997287615	0.000556879116664331	0.0006432041602992495
PF00035	0.00010433294730142832	0.00011016688383471928	0.0001364538232886109	4.5617316333280114e-05
PF00036	0.00041211514184064183	0.0003608915160102873	0.00027659558774718423	0.00030563601943297674
PF00037	0.002295324840631423	0.001375186618902358	0.0021611335255979996	0.0026001870309969666
PF00038	0.0	3.798858063266182e-06	7.375882339924914e-06	0.0
PF00040	0.0	0.0	3.687941169962457e-06	0.0
PF00041	0.0002921322524439993	0.0002545234902388342	0.0002802835289171467	0.0002873890928996647
PF00042	3.1299884190428495e-05	4.1787438695928005e-05	4.0567352869587025e-05	9.123463266656023e-06
PF00043	0.0001930159525076424	0.00032670179344089164	0.0002212764701977474	0.0002828273612663367
PF00044	0.00027648231034878507	0.0002355291999225033	0.0002470920583874846	0.0002417717765663846
PF00045	5.216647365071416e-06	3.798858063266182e-06	1.4751764679849828e-05	0.0
PF00046	1.0433294730142832e-05	3.798858063266182e-05	1.4751764679849828e-05	1.3685194899984034e-05
PF00047	1.5649942095214247e-05	5.318401288572655e-05	1.8439705849812285e-05	1.3685194899984034e-05
PF00050	2.608323682535708e-05	3.0390864506129456e-05	2.5815588189737197e-05	3.649385306662409e-05
PF00052	0.0	7.597716126532364e-06	3.687941169962457e-06	4.5617316333280116e-06
PF00053	0.0	1.5195432253064728e-05	0.0	9.123463266656023e-06
PF00054	5.216647365071416e-06	7.597716126532364e-06	3.319147052966211e-05	2.2808658166640057e-05
PF00055	0.0	0.0	3.687941169962457e-06	0.0
PF00056	0.0002451824261583565	0.00031530521925109313	0.0002397161760475597	0.00022352485003307256
PF00057	0.0	7.597716126532364e-06	1.106382350988737e-05	9.123463266656023e-06
PF00058	2.608323682535708e-05	4.1787438695928005e-05	1.106382350988737e-05	1.3685194899984034e-05
PF00059	7.303306311099983e-05	4.5586296759194184e-05	5.531911754943685e-05	5.0179047966608125e-05
PF00060	0.0	4.5586296759194184e-05	1.8439705849812285e-05	2.2808658166640057e-05
PF00061	5.216647365071416e-06	7.597716126532364e-06	1.4751764679849828e-05	9.123463266656023e-06
PF00062	0.0	0.0	7.375882339924914e-06	4.5617316333280116e-06
PF00063	0.0002556157208884994	0.00014055774834084874	4.794323520951194e-05	5.4740779599936135e-05
PF00066	1.0433294730142832e-05	0.0	0.0	0.0
PF00067	0.0003025655471741421	0.0006344092965654524	0.000427801175715645	0.00035125333576625686
PF00068	5.216647365071416e-06	0.0	3.687941169962457e-06	0.0
PF00069	0.00471584921802456	0.004927118908056238	0.004233756463116901	0.0042789042720616744
PF00070	0.0016015107410769247	0.0014929512188636097	0.0016669494088230304	0.0015646739502315078
PF00071	0.00037559861028514197	0.00028491435474496365	0.00027659558774718423	0.00015509887553315238
PF00072	0.008852650578526192	0.00857782150685504	0.010256164393665593	0.009237506557489223
PF00075	0.0001721493630473567	0.00017854632897351056	0.0002139005878578225	0.00023264831329972857
PF00076	0.0003912485523803562	0.00033429950956742404	0.0002507799995574471	0.00029651255616632076
