	1	2	3	4
PF00001	0.0	4.4316222839694926e-05	1.0087119085165547e-05	0.0
PF00002	0.0	4.431622283969492e-06	0.0	0.0
PF00003	0.0	3.102135598778645e-05	0.0	0.0
PF00004	0.0037183908691598233	0.0035231397157557466	0.0036246381246028197	0.003947439571729844
PF00005	0.013716481121583518	0.012209119392335953	0.012353358506299405	0.012686713059827211
PF00006	0.0010559780716043003	0.0010901790818564953	0.001102858353311433	0.0013061075084543424
PF00008	1.1233809272386174e-05	2.6589733703816956e-05	1.3449492113554062e-05	2.0797890262011823e-05
PF00009	0.001954682813395194	0.0019011659598229124	0.0017013607523645889	0.0017595015161662002
PF00010	1.1233809272386174e-05	4.431622283969492e-06	0.0	0.0
PF00011	0.0005616904636193086	0.0005761108969160341	0.0005379796845421625	0.0005698621931791239
PF00012	0.0011233809272386173	0.0014092558863022986	0.0011432068296520952	0.0013269053987163542
PF00013	0.00026961142253726815	0.0002836238261740475	0.0002589027231859157	0.0002911704636681655
PF00014	0.0	0.0	0.0	0.0
PF00015	0.001628902344495995	0.0007711022774106917	0.0009750881782326694	0.0005074685223930885
PF00016	0.0001235719019962479	9.306406796335935e-05	8.069695268132437e-05	0.00012062776351966856
PF00017	0.0	4.431622283969492e-06	3.3623730283885156e-06	0.0
PF00018	0.0	3.102135598778645e-05	1.6811865141942578e-05	1.2478734157207093e-05
PF00019	0.0	0.0	0.0	0.0
PF00020	0.0	0.0	0.0	0.0
PF00021	0.0	0.0	0.0	0.0
PF00022	6.740285563431704e-05	0.00010192731253129833	3.698610331227367e-05	4.575535857642601e-05
PF00023	0.0004156509430782884	0.0006736065871633628	0.0004572827318608381	0.0005074685223930885
PF00024	0.0	1.772648913587797e-05	1.0087119085165547e-05	4.159578052402364e-06
PF00025	0.0001235719019962479	0.0001772648913587797	0.00016139390536264875	0.00015806396599128984
PF00026	0.0	1.3294866851908478e-05	0.0	4.159578052402364e-06
PF00027	0.0007751328397946459	0.0010192731253129833	0.0009683634321758925	0.0008319156104804728
PF00028	5.6169046361930866e-05	0.00014624353537099325	5.716034148260476e-05	5.407451468123074e-05
PF00030	0.0	1.3294866851908478e-05	6.724746056777031e-06	8.319156104804728e-06
PF00031	0.0	0.0	0.0	0.0
PF00032	8.987047417908939e-05	7.976920111145087e-05	5.043559542582773e-05	4.9914936628828374e-05
PF00033	0.00013480571126863407	0.0001152221793832068	0.00010087119085165546	8.319156104804729e-05
PF00034	0.0004268847523506746	0.000549521163212217	0.0003933976443214563	0.0002703725734061537
PF00035	0.00015727332981340644	8.863244567938985e-05	0.00011095830993682102	0.0001289469196244733
PF00036	0.00020220856690295112	0.0001816965136427492	0.00014794441324909467	0.0001955001684629111
PF00037	0.0030555961220890392	0.0026589733703816956	0.0035708401561486036	0.004662886996743051
PF00038	0.0	0.0	0.0	0.0
PF00040	0.0	0.0	0.0	0.0
PF00041	0.00023590999472010963	0.0003102135598778645	0.00031606306466852043	0.0003410854002969939
PF00042	1.1233809272386174e-05	1.3294866851908478e-05	1.0087119085165547e-05	8.319156104804728e-06
PF00043	0.0001685071390857926	0.0001329486685190848	7.397220662454734e-05	5.407451468123074e-05
PF00044	0.00030331285035442666	0.0002481708479022916	0.0003026135725549664	0.0002454151050917395
PF00045	0.0	4.431622283969492e-06	0.0	0.0
PF00046	1.1233809272386174e-05	0.0	6.724746056777031e-06	0.0
PF00047	0.0	2.2158111419847463e-05	1.6811865141942578e-05	4.1595780524023646e-05
PF00050	0.0	3.102135598778645e-05	2.0174238170331093e-05	1.2478734157207093e-05
PF00052	1.1233809272386174e-05	0.0	1.0087119085165547e-05	8.319156104804728e-06
PF00053	0.0	0.0	0.0	1.6638312209609456e-05
PF00054	2.2467618544772348e-05	1.3294866851908478e-05	1.6811865141942578e-05	1.6638312209609456e-05
PF00055	0.0	0.0	0.0	0.0
PF00056	0.00019097475763056495	0.0002481708479022916	0.00024881560410075016	0.0002079789026201182
PF00057	0.0	8.863244567938985e-06	6.724746056777031e-06	4.159578052402364e-06
PF00058	0.0	0.0	1.6811865141942578e-05	2.0797890262011823e-05
PF00059	0.0	7.090595654351188e-05	5.716034148260476e-05	3.743620247162128e-05
PF00060	1.1233809272386174e-05	1.3294866851908478e-05	3.3623730283885156e-06	8.319156104804728e-06
PF00061	2.2467618544772348e-05	1.3294866851908478e-05	1.6811865141942578e-05	8.319156104804728e-06
PF00062	0.0	0.0	0.0	0.0
PF00063	1.1233809272386174e-05	0.00010635893481526782	6.724746056777031e-06	8.319156104804728e-06
PF00066	0.0	4.431622283969492e-06	0.0	4.159578052402364e-06
PF00067	7.863666490670322e-05	0.0002570340924702306	0.0001075959369084325	7.071282689084019e-05
PF00068	0.0	0.0	0.0	0.0
PF00069	0.0005729242728916949	0.0033325799575450584	0.002750421137221806	0.003252790036978649
PF00070	0.002067020906119056	0.001825828380995431	0.0020073366979479436	0.0017595015161662002
PF00071	0.0001685071390857926	0.00021714949191450515	0.00014121966719231766	0.0001622235440436922
PF00072	0.00822314838738668	0.00943492384257105	0.010265324855670138	0.009109475934761177
PF00075	0.00030331285035442666	0.00015510677993893225	0.00018156814353297983	0.00014558523183408274
PF00076	0.00014603952054102024	0.0002924870707419865	0.00019838000867492242	0.0001747022782008993
PF00077	1.1233809272386174e-05	8.863244567938985e-06	6.724746056777031e-06	8.319156104804728e-06
PF00078	0.0004942876079849916	0.0007755338996946612	0.0005749657878544362	0.0007612027835896326
PF00079	0.0001235719019962479	0.0001772648913587797	0.00021182950078847646	0.0002578938392489466
PF00080	1.1233809272386174e-05	4.4316222839694926e-05	4.37108493690507e-05	8.319156104804728e-06
PF00081	0.0002134423761753373	0.0001861281359267187	0.00020846712776008796	0.00013726607572927803
PF00082	0.0005953918914364672	0.0009129141904977155	0.0009011159716081222	0.0008735113910044965
PF00083	0.0003931833245335161	0.0004963416958045832	0.0005816905339112131	0.0005033089443406861
PF00084	0.0	4.431622283969492e-06	0.0	0.0
PF00085	0.0010110428345147557	0.0009971150138931358	0.0008809417334377911	0.0007570432055372304
PF00086	0.0	0.0	0.0	0.0
PF00088	0.0	4.431622283969492e-06	0.0	0.0
PF00089	0.0005055214172573778	0.0006470168534595459	0.0005110807003150543	0.000536585568759905
PF00090	0.0	0.0	0.0	0.0
PF00091	0.00019097475763056495	0.0002393076033343526	0.00020846712776008796	0.00027453215145855606
PF00092	0.0003819495152611299	0.0006514484757435154	0.0007094607089899767	0.0008152772982708634
PF00093	1.1233809272386174e-05	0.0	0.0	0.0
PF00094	0.0	1.772648913587797e-05	0.0	4.159578052402364e-06
PF00095	0.0	4.431622283969492e-06	3.3623730283885156e-06	4.159578052402364e-06
PF00096	2.2467618544772348e-05	5.76110896916034e-05	3.3623730283885156e-06	4.159578052402364e-06
PF00097	0.0	3.9884600555725436e-05	3.3623730283885156e-06	8.319156104804728e-06
PF00098	0.0	4.4316222839694926e-05	0.0	1.6638312209609456e-05
PF00101	3.370142781715852e-05	3.102135598778645e-05	2.0174238170331093e-05	4.159578052402364e-06
PF00102	0.0	4.4316222839694926e-05	4.37108493690507e-05	2.4957468314414187e-05
PF00104	0.0	4.431622283969492e-06	0.0	0.0
PF00105	0.0	1.772648913587797e-05	0.0	0.0
PF00106	0.0035274161115292583	0.003988460055572543	0.0038062062681357995	0.0033983752688127315
PF00107	0.0006852623656155566	0.0007888287665465697	0.0007598963044158046	0.0009525433740001414
PF00108	0.0007751328397946459	0.0008287133671022951	0.0006724746056777031	0.0006488941761747688
PF00109	0.0007976004583394183	0.001099042326424434	0.001186917679021146	0.0009775008423145556
PF00110	0.0	4.431622283969492e-06	0.0	0.0
PF00111	0.0007189637934327151	0.0006337219866076375	0.0006724746056777031	0.0007112878469608043
PF00112	0.0001235719019962479	0.00014181191308702376	0.00016811865141942579	0.00015390438793888748
PF00113	0.00032578046889919905	0.0003899827609893154	0.0003496867949524056	0.0004575535857642601
PF00114	6.740285563431704e-05	4.874784512366442e-05	1.3449492113554062e-05	0.0
PF00115	0.0004156509430782884	0.0007445125437068748	0.0005447044305989396	0.0004117982271878341
PF00116	0.00011233809272386173	8.863244567938985e-05	9.078407176648992e-05	7.071282689084019e-05
PF00117	0.0013480571126863409	0.001205401261239702	0.0011566563217656493	0.0010814902936246147
PF00118	0.0006740285563431704	0.0008730295899419901	0.0009347397018920073	0.0010107774667337745
PF00119	0.00026961142253726815	0.0002747605816061085	0.00024209085804397312	0.0002329363709345324
PF00120	0.0005392228450745363	0.000620427119755729	0.0005379796845421625	0.0005157876784978932
PF00121	0.00022467618544772346	0.00026146571475420006	0.0003026135725549664	0.00027453215145855606
PF00122	0.0008200680768841906	0.0008553031008061121	0.0007968824077280781	0.0007279261591704138
PF00123	0.0	0.0	0.0	0.0
PF00124	0.00013480571126863407	0.00015953840222290174	0.0001075959369084325	4.1595780524023646e-05
PF00125	0.0	1.3294866851908478e-05	6.724746056777031e-06	4.159578052402364e-06
PF00126	0.0008313018861565768	0.0005184998072244307	0.0003799481522079023	0.0002703725734061537
PF00127	7.863666490670322e-05	3.545297827175594e-05	2.0174238170331093e-05	1.6638312209609456e-05
PF00128	0.001628902344495995	0.0010591577258687087	0.0009885376703462235	0.0008277560324280704
PF00130	0.0	0.0	0.0	0.0
PF00132	0.0013817585405034992	0.0010901790818564953	0.0012508027665605278	0.0013768203353451826
PF00133	0.0019771504319399664	0.0019055975821068818	0.0020443228012602174	0.0021297039628300103
PF00134	2.2467618544772348e-05	2.6589733703816956e-05	0.0	8.319156104804728e-06
PF00135	6.740285563431704e-05	0.00020828624734656615	0.0002185542468452535	0.00024957468314414186
PF00136	2.2467618544772348e-05	0.00013738029080305426	0.0001311325481071521	0.00010814902936246147
PF00137	0.00019097475763056495	0.00025260247018626107	0.00019838000867492242	0.0001871810123581064
PF00139	3.370142781715852e-05	1.772648913587797e-05	2.0174238170331093e-05	8.319156104804728e-06
PF00140	0.0004605861801678331	0.0003456665381496204	0.0003026135725549664	0.0003286066661397868
PF00141	0.00026961142253726815	0.00031464518216183396	0.00031606306466852043	0.00026205341730134896
PF00142	0.0005953918914364672	0.00045645709524885775	0.0002992511995265779	0.0002703725734061537
PF00144	0.0008987047417908939	0.0012231277503755799	0.0009549139400623384	0.000948383795947739
PF00145	0.0006740285563431704	0.0003456665381496204	0.00029252645346980086	0.00026205341730134896
PF00146	0.00032578046889919905	0.00046532033981679674	0.0003463244219240171	0.000399319493030627
PF00147	0.0	4.431622283969492e-06	3.3623730283885156e-06	0.0
PF00148	0.0007189637934327151	0.0006691749648793934	0.00044719561277567255	0.0002911704636681655
PF00149	0.0012469528292348652	0.0010192731253129833	0.001102858353311433	0.0008818305471093012
PF00150	7.863666490670322e-05	0.0001949913804946577	0.0001748433974762028	0.00023709594898693476
PF00151	0.0	4.431622283969492e-06	3.3623730283885156e-06	0.0
PF00152	0.0011570823550557758	0.001099042326424434	0.0011667434408508149	0.0011147669180438336
PF00153	0.0	7.090595654351188e-05	1.0087119085165547e-05	8.319156104804728e-06
PF00154	0.00047181998944021927	0.000567247652348095	0.0004572827318608381	0.0005033089443406861
PF00155	0.003167934214812901	0.002911575840567957	0.00292190216166962	0.003011534509939312
PF00156	0.0009324061696080524	0.0006647433425954239	0.0006859240977912572	0.00084439434463768
PF00157	0.0	4.431622283969492e-06	3.3623730283885156e-06	0.0
PF00158	0.0027073480346450677	0.0031907680444580346	0.0038667289826467928	0.0038184926521053703
PF00160	0.000258377613264882	0.0004874784512366442	0.00039676001734984483	0.0003785216027686152
PF00161	0.0	4.431622283969492e-06	0.0	0.0
PF00162	0.0004493523708954469	0.00040327762784122384	0.00046736985094600363	0.0004409152735546506
PF00163	0.00020220856690295112	0.00014181191308702376	0.00013449492113554062	9.982987325765675e-05
PF00164	0.0001235719019962479	0.0001196538016671763	0.0001546691593058717	0.00011230860741486383
PF00165	0.0009099385510632801	0.0008641663453740511	0.0007834329156145241	0.000661372910331976
PF00166	0.0004268847523506746	0.00030578193759389497	0.00026898984227108125	0.00033276624419218917
PF00167	0.0	0.0	0.0	0.0
PF00168	0.0	2.6589733703816956e-05	6.724746056777031e-06	1.2478734157207093e-05
PF00169	2.2467618544772348e-05	1.772648913587797e-05	6.724746056777031e-06	0.0
PF00170	0.0	0.0	6.724746056777031e-06	0.0
PF00171	0.0012581866385072515	0.0018302600032794004	0.0015769529503142138	0.0013892990695023896
PF00172	0.0	0.0	0.0	0.0
PF00173	1.1233809272386174e-05	3.102135598778645e-05	1.3449492113554062e-05	1.2478734157207093e-05
PF00174	0.0001235719019962479	0.0001329486685190848	0.00010423356388004398	0.00017054270014849694
PF00175	0.0003819495152611299	0.00037668789413740686	0.00031942543769690896	0.0002911704636681655
PF00176	0.00043811856162306076	0.0006470168534595459	0.0005884152799679902	0.0005532238809695145
PF00177	0.0002471438039924958	0.00021271786963053565	0.00020510475473169945	0.00021629805872492295
PF00178	0.0	0.0	0.0	0.0
PF00179	0.0	3.545297827175594e-05	1.0087119085165547e-05	8.319156104804728e-06
PF00180	0.0007189637934327151	0.0010059782584610748	0.0009750881782326694	0.0008776709690568988
PF00181	0.0002134423761753373	0.00011079055709923732	0.00014458204022070617	9.151071715285202e-05
PF00182	1.1233809272386174e-05	0.0	6.724746056777031e-06	1.2478734157207093e-05
PF00183	0.000258377613264882	0.0002836238261740475	0.00020174238170331092	0.00014974480988648513
PF00185	0.00035948189671635756	0.00038555113870534586	0.0003463244219240171	0.0004159578052402364
PF00186	0.00013480571126863407	0.0001152221793832068	9.750881782326695e-05	7.071282689084019e-05
PF00187	0.0	0.0	0.0	0.0
PF00188	4.4935237089544695e-05	9.306406796335935e-05	0.0001075959369084325	8.319156104804729e-05
PF00189	0.00014603952054102024	0.0001816965136427492	0.00014458204022070617	0.00015390438793888748
PF00190	6.740285563431704e-05	0.00013738029080305426	0.00012777017507876358	0.00015806396599128984
PF00191	0.0	4.431622283969492e-06	0.0	0.0
PF00194	0.0	1.772648913587797e-05	6.724746056777031e-06	1.2478734157207093e-05
PF00195	3.370142781715852e-05	4.4316222839694926e-05	3.698610331227367e-05	2.4957468314414187e-05
PF00196	0.0009211723603356662	0.0011300636824122206	0.000985175297317835	0.000948383795947739
PF00198	0.00047181998944021927	0.0005716792746320646	0.0006422132484222064	0.0006696920664367806
