PFAM	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12
PF00071	0.00037559861028514197	0.0001685071390857926	0.00014342961952033657	0.00028491435474496365	0.00021714949191450515	0.0002956978241189342	0.00027659558774718423	0.00014121966719231766	0.00029163621641465867	0.00015509887553315238	0.0001622235440436922	0.00024650674001323354
PF00072	0.008852650578526192	0.00822314838738668	0.009822755761089718	0.00857782150685504	0.00943492384257105	0.008984664655921463	0.010256164393665593	0.010265324855670138	0.010948366665637362	0.009237506557489223	0.009109475934761177	0.009101288322067544
PF00075	0.0001721493630473567	0.00030331285035442666	0.0001912394926937821	0.00017854632897351056	0.00015510677993893225	0.00020926307553032267	0.0002139005878578225	0.00018156814353297983	0.0001715507155380345	0.00023264831329972857	0.00014558523183408274	0.00015244495763976282
PF00076	0.0003912485523803562	0.00014603952054102024	0.0002173176053338433	0.00033429950956742404	0.0002924870707419865	0.00028205023223652184	0.0002507799995574471	0.00019838000867492242	0.0002779121591716159	0.00029651255616632076	0.0001747022782008993	0.00028867236659444454
PF00077	1.0433294730142832e-05	1.1233809272386174e-05	2.173176053338433e-05	3.0390864506129456e-05	8.863244567938985e-06	4.094277564723705e-05	7.375882339924914e-06	6.724746056777031e-06	2.0586085864564142e-05	1.3685194899984034e-05	8.319156104804728e-06	4.5409136318227226e-05
PF00078	0.0006885974521894268	0.0004942876079849916	0.0005693721259746695	0.0011206631286635237	0.0007755338996946612	0.0012783244396526233	0.0009625526453602012	0.0005749657878544362	0.0008749086492439759	0.0009214697899322582	0.0007612027835896326	0.0011352284079556806
PF00079	0.0001669327156822853	0.0001235719019962479	0.00010431245056024478	0.00012536231608778402	0.0001772648913587797	0.00023655825929514736	0.00011801411743879862	0.00021182950078847646	0.0001372405724304276	0.00025089523983304064	0.0002578938392489466	0.00025948077896129843
PF00080	2.608323682535708e-05	1.1233809272386174e-05	3.0424464746738064e-05	3.418972256939564e-05	4.4316222839694926e-05	1.3647591882412348e-05	3.319147052966211e-05	4.37108493690507e-05	1.372405724304276e-05	4.5617316333280114e-05	8.319156104804728e-06	9.730529211048691e-06
PF00081	0.00018779930514257098	0.0002134423761753373	0.00016081502794704404	0.0002165349096061724	0.0001861281359267187	0.00013647591882412347	0.00021021264668786004	0.00020846712776008796	0.00020242984433488072	0.00015509887553315238	0.00013726607572927803	0.00017839303553589267
PF00082	0.0011476624203157115	0.0005953918914364672	0.0007693043228818053	0.001105467696410459	0.0009129141904977155	0.0011463977181226373	0.0010695029392891124	0.0009011159716081222	0.0010018561787421216	0.0011586798348653148	0.0008735113910044965	0.001151445956640762
PF00083	0.0005999144469832128	0.0003931833245335161	0.0005259086049079008	0.0006116161481858553	0.0004963416958045832	0.0005595512671789063	0.0005347514696445562	0.0005816905339112131	0.00043573881746660766	0.0005200374061993933	0.0005033089443406861	0.0005805882429259052
PF00084	5.216647365071416e-06	0.0	0.0	1.5195432253064728e-05	4.431622283969492e-06	1.3647591882412348e-05	0.0	0.0	1.0293042932282071e-05	4.5617316333280116e-06	0.0	0.0
PF00085	0.0008450968731415694	0.0010110428345147557	0.0009866219282156487	0.0011206631286635237	0.0009971150138931358	0.0008370523021212907	0.0009330491160005016	0.0008809417334377911	0.0009469599497699504	0.0008849759368656342	0.0007570432055372304	0.00081736445372809
PF00086	0.0	0.0	0.0	3.798858063266182e-06	0.0	0.0	3.687941169962457e-06	0.0	0.0	0.0	0.0	0.0
PF00088	0.0	0.0	0.0	0.0	4.431622283969492e-06	4.54919729413745e-06	0.0	0.0	0.0	0.0	0.0	0.0
PF00089	0.0005060147944119274	0.0005055214172573778	0.0005346013091212545	0.0006648001610715819	0.0006470168534595459	0.0005686496617671812	0.0006712052929331671	0.0005110807003150543	0.0007239440195705056	0.0006112720388659535	0.000536585568759905	0.0005935622818739702
PF00090	0.0	0.0	0.0	1.1396574189798546e-05	0.0	4.54919729413745e-06	0.0	0.0	1.0293042932282071e-05	0.0	0.0	3.2435097370162304e-06
PF00091	0.00021388254196792807	0.00019097475763056495	0.00016950773216039777	0.00020513833541637385	0.0002393076033343526	0.00021836147011859757	0.00023602823487759724	0.00020846712776008796	0.00019899883002412003	0.00023264831329972857	0.00027453215145855606	0.00024650674001323354
PF00092	0.0007564138679353553	0.0003819495152611299	0.000617181999148115	0.000710386457830776	0.0006514484757435154	0.0008916426696509401	0.0007965952927118906	0.0007094607089899767	0.0009023567637300615	0.0007754943776657619	0.0008152772982708634	0.0008206079634651063
PF00093	0.0	1.1233809272386174e-05	0.0	0.0	0.0	4.54919729413745e-06	0.0	0.0	0.0	4.5617316333280116e-06	0.0	0.0
PF00094	1.5649942095214247e-05	0.0	1.3039056320030598e-05	1.899429031633091e-05	1.772648913587797e-05	4.54919729413745e-06	7.375882339924914e-06	0.0	6.86202862152138e-06	4.5617316333280116e-06	4.159578052402364e-06	0.0
PF00095	5.216647365071416e-06	0.0	0.0	0.0	4.431622283969492e-06	4.54919729413745e-06	3.687941169962457e-06	3.3623730283885156e-06	0.0	0.0	4.159578052402364e-06	3.2435097370162304e-06
PF00096	2.0866589460285663e-05	2.2467618544772348e-05	2.6078112640061195e-05	4.938515482246037e-05	5.76110896916034e-05	5.0041170235511943e-05	4.794323520951194e-05	3.3623730283885156e-06	1.372405724304276e-05	5.0179047966608125e-05	4.159578052402364e-06	6.487019474032461e-05
PF00097	8.868300520621407e-05	0.0	2.6078112640061195e-05	5.318401288572655e-05	3.9884600555725436e-05	1.3647591882412348e-05	1.106382350988737e-05	3.3623730283885156e-06	1.715507155380345e-05	4.10555846999521e-05	8.319156104804728e-06	0.0
PF00098	8.346635784114265e-05	0.0	3.911716896009179e-05	4.5586296759194184e-05	4.4316222839694926e-05	8.643474858861154e-05	3.319147052966211e-05	0.0	2.0586085864564142e-05	3.649385306662409e-05	1.6638312209609456e-05	9.081827263645445e-05
PF00101	3.1299884190428495e-05	3.370142781715852e-05	5.215622528012239e-05	3.0390864506129456e-05	3.102135598778645e-05	9.0983945882749e-06	4.425529403954948e-05	2.0174238170331093e-05	3.774115741836759e-05	2.7370389799968068e-05	4.159578052402364e-06	1.2974038948064922e-05
PF00102	4.1733178920571327e-05	0.0	2.6078112640061195e-05	5.318401288572655e-05	4.4316222839694926e-05	3.63935783530996e-05	2.212764701977474e-05	4.37108493690507e-05	4.1172171729128285e-05	3.649385306662409e-05	2.4957468314414187e-05	2.5948077896129843e-05
PF00104	0.0	0.0	0.0	0.0	4.431622283969492e-06	4.54919729413745e-06	3.687941169962457e-06	0.0	0.0	0.0	0.0	3.2435097370162304e-06
PF00105	0.0	0.0	0.0	7.597716126532364e-06	1.772648913587797e-05	4.54919729413745e-06	0.0	0.0	0.0	4.5617316333280116e-06	0.0	3.2435097370162304e-06
PF00106	0.004147234655231776	0.0035274161115292583	0.004276810472970036	0.005041084649954224	0.003988460055572543	0.003643907032604097	0.004525103815543934	0.0038062062681357995	0.003853029070984255	0.004561731633328011	0.0033983752688127315	0.0036327309054581783
PF00107	0.0008450968731415694	0.0006852623656155566	0.0007649579707751284	0.0009687088061328765	0.0007888287665465697	0.0007733635400033664	0.0007855314692020033	0.0007598963044158046	0.0008062883630287622	0.0009123463266656023	0.0009525433740001414	0.0008465560413612362
PF00108	0.0007616305153004267	0.0007751328397946459	0.000843192308695312	0.000938317941626747	0.0008287133671022951	0.0008416014994154282	0.000807659116221778	0.0006724746056777031	0.0006278756188692063	0.0009123463266656023	0.0006488941761747688	0.0007103286324065545
PF00109	0.001116362536125283	0.0007976004583394183	0.001038778153495771	0.001272617451194171	0.001099042326424434	0.0011100041397695377	0.0012575879389571977	0.001186917679021146	0.0013140784810213443	0.0013092169787651392	0.0009775008423145556	0.001109280330059551
PF00110	0.0	0.0	0.0	0.0	4.431622283969492e-06	0.0	7.375882339924914e-06	0.0	0.0	0.0	0.0	0.0
PF00111	0.0006677308627291412	0.0007189637934327151	0.0007345335060283904	0.0006723978771981142	0.0006337219866076375	0.0006550844103557928	0.0006048223518738429	0.0006724746056777031	0.0006484617047337705	0.0005428460643660334	0.0007112878469608043	0.0007135721421435707
PF00112	9.91162999363569e-05	0.0001235719019962479	4.7809873173445524e-05	9.497145158165455e-05	0.00014181191308702376	0.00021381227282446012	0.00012538999977872354	0.00016811865141942579	0.00016125767260575244	0.00010491982756654427	0.00015390438793888748	0.00019461058422097383
PF00113	0.00041733178920571327	0.00032578046889919905	0.00037813263328088736	0.00036469037407355347	0.0003899827609893154	0.00039123096729582065	0.0003245388229566962	0.0003496867949524056	0.00043230780315584694	0.00037406199393289695	0.0004575535857642601	0.0004573348729192885
PF00114	5.216647365071416e-06	6.740285563431704e-05	3.0424464746738064e-05	3.798858063266182e-06	4.874784512366442e-05	9.0983945882749e-06	2.5815588189737197e-05	1.3449492113554062e-05	2.401710017532483e-05	9.123463266656023e-06	0.0	3.2435097370162304e-06
PF00115	0.000777280457395641	0.0004156509430782884	0.0005737184780813463	0.0008053579094124306	0.0007445125437068748	0.0004412721375313326	0.0006970208811229044	0.0005447044305989396	0.0006004275043831208	0.0008347968888990261	0.0004117982271878341	0.00048328295081541834
PF00116	0.00017736601041242814	0.00011233809272386173	9.561974634689105e-05	0.00022413262573270476	8.863244567938985e-05	0.00011372993235343623	0.00015120558796846072	9.078407176648992e-05	0.00012351651518738483	0.0001642223387998084	7.071282689084019e-05	5.189615579225969e-05
PF00117	0.001241562072886997	0.0013480571126863409	0.0011952468293361382	0.0012346288705615091	0.001205401261239702	0.00112365173165195	0.0012317723507674606	0.0011566563217656493	0.0012420271804953699	0.001154118103231987	0.0010814902936246147	0.0012065856221700377
PF00118	0.0011685290097759973	0.0006740285563431704	0.0007910360834151896	0.0009003293609940852	0.0008730295899419901	0.001132750126240225	0.0008924817631309146	0.0009347397018920073	0.0009263738639053863	0.0010537600072987707	0.0010107774667337745	0.00106711470347834
PF00119	0.0003860319050152848	0.00026961142253726815	0.00023470301376055078	0.0002963109289347622	0.0002747605816061085	0.0002411074565892848	0.0003429785288065085	0.00024209085804397312	0.0002744811448608552	0.00034669160413292884	0.0002329363709345324	0.00017190601606186022
PF00120	0.0006416476259037842	0.0005392228450745363	0.0005780648301880232	0.0006837944513879128	0.000620427119755729	0.0005550020698847688	0.0005458152931544436	0.0005379796845421625	0.0005180831609248642	0.0006295189653992655	0.0005157876784978932	0.0005611271845038079
PF00121	0.0002556157208884994	0.00022467618544772346	0.00029120559114735004	0.00028491435474496365	0.00026146571475420006	0.0002684026403541095	0.0003208508817867337	0.0003026135725549664	0.0002779121591716159	0.0002782656296330087	0.00027453215145855606	0.0003081334250165419
PF00122	0.0006990307469195697	0.0008200680768841906	0.000682377280748268	0.0006458058707552509	0.0008553031008061121	0.0007369699616502668	0.0006121982342137678	0.0007968824077280781	0.0006656167762875739	0.0007253153296991538	0.0007279261591704138	0.0007557377687247817
PF00123	0.0	0.0	0.0	0.0	0.0	0.0	3.687941169962457e-06	0.0	0.0	0.0	0.0	0.0
PF00124	0.00021909918933299947	0.00013480571126863407	0.00028685923904067315	0.00029251207087149604	0.00015953840222290174	5.0041170235511943e-05	0.0001954608820080102	0.0001075959369084325	0.00016811970122727383	0.00013229021736651232	4.1595780524023646e-05	5.513966552927592e-05
PF00125	2.608323682535708e-05	0.0	1.7385408426707463e-05	2.6592006442863274e-05	1.3294866851908478e-05	1.3647591882412348e-05	1.106382350988737e-05	6.724746056777031e-06	1.715507155380345e-05	4.5617316333280114e-05	4.159578052402364e-06	1.6217548685081152e-05
PF00126	0.0005060147944119274	0.0008313018861565768	0.0007388798581350672	0.0009117259351838837	0.0005184998072244307	0.0003229930078837589	0.0006195741165536927	0.0003799481522079023	0.0004803420035064966	0.0005382843327327053	0.0002703725734061537	0.0003924646781789639
PF00127	3.1299884190428495e-05	7.863666490670322e-05	5.215622528012239e-05	5.698287094899273e-05	3.545297827175594e-05	1.81967891765498e-05	4.794323520951194e-05	2.0174238170331093e-05	3.43101431076069e-05	2.7370389799968068e-05	1.6638312209609456e-05	1.6217548685081152e-05
PF00128	0.000980729704633426	0.001628902344495995	0.0011648223645894002	0.0012460254447513078	0.0010591577258687087	0.0009553314317688644	0.0011875170567279111	0.0009885376703462235	0.0011459587797940706	0.0010355130807654586	0.0008277560324280704	0.0008238514732021226
PF00130	0.0	0.0	0.0	7.597716126532364e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PF00132	0.0012624286623472826	0.0013817585405034992	0.001325637392536444	0.0011548528512329195	0.0010901790818564953	0.0015012351070653584	0.0012170205860876108	0.0012508027665605278	0.0012317341375630878	0.001217982346098579	0.0013768203353451826	0.0013395695213877033
PF00133	0.0020240591776477094	0.0019771504319399664	0.0017646189553108076	0.0018386473026208322	0.0019055975821068818	0.002097179952597364	0.00193616911423029	0.0020443228012602174	0.0019762642429981573	0.0020710261615309172	0.0021297039628300103	0.0020888202706384525
PF00134	4.1733178920571327e-05	2.2467618544772348e-05	4.346352106676866e-06	3.798858063266182e-05	2.6589733703816956e-05	4.54919729413745e-06	2.5815588189737197e-05	0.0	1.715507155380345e-05	4.5617316333280116e-06	8.319156104804728e-06	1.2974038948064922e-05
PF00135	0.00033908207872964205	6.740285563431704e-05	0.00019993219690713583	0.00029251207087149604	0.00020828624734656615	0.0002911486268247968	0.00027659558774718423	0.0002185542468452535	0.00022644694451020555	0.0003193212143329608	0.00024957468314414186	0.0002692113081723471
