PFAM	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12
PF08337	0	0	0	0	0	0	2	0	1	0	0	0
PF08338	10	6	27	20	18	16	26	26	26	18	20	20
PF08340	24	9	26	31	32	14	35	44	36	22	19	32
PF08341	0	0	0	0	0	0	1	0	0	0	0	0
PF08343	0	0	0	0	0	0	1	0	0	0	0	0
PF08344	0	0	0	1	0	0	1	0	0	0	0	0
PF08345	23	15	25	21	20	20	34	29	20	15	22	23
PF08346	1	0	2	0	0	0	0	0	2	1	0	3
PF08348	0	2	2	3	0	1	4	2	1	2	4	6
PF08349	6	5	11	7	10	14	12	21	14	10	16	26
PF08350	0	2	0	0	0	1	0	3	0	0	0	0
PF08351	0	2	1	0	1	1	0	2	0	0	0	1
PF08352	74	65	175	116	115	121	113	175	143	98	142	191
PF08353	0	1	0	0	0	0	0	1	2	1	0	0
PF08354	1	0	0	0	0	0	0	0	0	0	0	0
PF08355	0	0	0	0	0	0	0	1	0	0	0	0
PF08356	0	0	0	0	0	0	0	1	0	0	0	0
PF08357	1	0	2	3	2	1	1	4	0	3	0	3
PF08358	0	0	0	0	0	0	0	0	0	0	1	0
PF08359	10	4	14	9	10	11	10	17	7	11	21	17
PF08360	1	0	1	2	0	0	1	2	0	1	1	0
PF08361	0	0	1	0	0	1	0	0	0	0	4	2
PF08362	0	2	2	1	0	0	0	1	0	1	1	0
PF08364	4	5	6	4	4	1	5	4	5	5	3	6
PF08367	6	3	14	10	12	14	16	22	18	16	16	18
PF08369	11	12	20	21	14	3	17	16	14	9	2	10
PF08372	1	0	0	0	0	0	0	0	0	0	0	0
PF08373	0	0	0	0	0	0	1	0	0	1	0	0
PF08374	0	0	0	0	0	0	0	0	0	0	0	1
PF08376	1	3	7	2	7	4	9	10	3	4	2	4
PF08378	20	17	23	15	25	22	21	41	21	18	28	35
PF08379	22	1	26	36	22	19	31	13	21	16	14	22
PF08384	0	0	0	0	0	2	0	0	0	0	0	0
PF08385	6	0	2	9	1	2	3	0	2	0	0	1
PF08386	21	9	30	44	24	42	26	36	42	36	21	33
PF08387	0	0	0	1	0	0	0	0	0	0	0	0
PF08388	29	13	43	24	42	63	38	71	61	36	69	73
PF08389	0	0	1	1	2	1	1	1	1	2	0	0
PF08392	9	4	14	7	13	11	11	17	19	11	4	13
PF08393	10	0	2	10	3	1	7	1	7	9	1	2
PF08394	3	0	0	4	2	0	3	1	0	0	2	1
PF08395	1	0	0	0	0	0	0	0	1	0	0	0
PF08397	0	0	0	0	0	0	0	0	0	0	0	1
PF08399	0	0	0	0	0	1	0	0	0	0	0	0
PF08400	0	0	0	0	0	0	0	0	0	0	0	1
PF08401	11	4	6	11	14	11	9	8	9	8	6	6
PF08402	49	33	110	73	43	64	53	65	78	52	55	75
PF08406	5	2	16	5	13	5	14	14	15	7	13	14
PF08409	2	0	0	2	2	0	1	2	1	0	2	6
PF08410	2	0	2	5	1	1	3	1	1	2	1	0
PF08411	3	3	5	2	5	1	2	4	7	2	2	0
PF08412	1	0	0	0	0	0	0	0	0	0	0	0
PF08417	1	0	3	3	0	1	0	0	4	1	0	0
PF08418	0	0	0	1	0	0	0	0	0	0	0	0
PF08421	6	0	1	11	8	5	5	11	4	9	7	15
PF08423	32	22	53	54	59	71	58	80	63	41	69	87
PF08424	1	0	0	0	0	0	0	0	0	0	0	0
PF08427	0	0	0	1	0	0	1	0	0	0	0	0
PF08428	0	0	0	1	1	0	0	0	1	0	0	0
PF08429	0	0	0	0	1	0	0	0	0	0	0	1
PF08433	7	5	10	15	6	10	6	10	10	7	11	13
PF08434	0	0	1	0	0	0	0	0	1	0	0	0
PF08436	17	12	27	33	20	28	41	40	28	25	43	32
PF08438	3	1	0	3	4	8	1	3	5	3	4	10
PF08439	17	8	20	22	21	17	27	22	31	21	15	27
PF08442	57	23	44	64	51	42	60	64	45	62	49	63
PF08443	48	32	66	84	84	48	85	88	77	65	42	60
PF08444	0	0	1	1	0	1	0	0	1	0	1	0
PF08445	84	39	81	119	80	95	116	143	146	93	98	136
PF08446	3	0	4	8	3	1	2	2	8	5	0	1
PF08447	303	206	610	367	524	427	556	705	709	376	482	543
PF08448	561	298	964	656	815	813	951	1288	1279	780	944	1082
PF08449	6	0	1	7	1	1	2	0	1	1	0	3
PF08450	62	21	60	106	60	87	79	93	80	60	80	102
PF08451	0	0	0	1	0	0	0	1	0	0	0	0
PF08454	1	0	0	1	2	0	0	1	1	0	0	1
PF08455	1	2	0	1	0	1	0	1	5	0	0	0
PF08459	36	21	52	61	44	41	68	57	63	37	46	56
PF08460	0	0	0	0	0	0	0	0	0	1	0	0
PF08461	4	4	3	1	9	4	3	8	8	2	8	5
PF08463	19	7	19	11	14	15	19	25	12	16	29	30
PF08468	1	0	0	2	0	0	2	0	1	1	0	2
PF08471	13	4	23	18	13	13	15	14	19	18	16	21
PF08472	0	0	0	1	0	0	1	0	0	0	0	0
PF08473	0	0	0	0	0	1	0	0	0	0	0	0
PF08476	0	0	0	0	0	0	0	0	0	0	2	0
PF08477	39	5	8	46	23	37	51	21	51	25	17	38
PF08478	22	11	32	25	26	18	21	25	30	21	24	25
PF08479	26	8	35	38	19	22	31	28	40	32	28	26
PF08480	4	0	0	1	0	2	2	3	4	2	2	3
PF08482	9	3	10	8	12	9	10	9	10	8	12	19
PF08483	11	3	10	4	5	7	7	12	3	8	12	10
PF08484	14	1	9	11	8	14	19	16	22	22	14	16
PF08485	0	0	0	0	1	2	0	2	4	2	1	0
PF08486	15	11	13	27	12	18	24	21	23	17	20	23
PF08487	25	1	20	33	18	29	28	37	42	36	43	52
PF08489	0	0	0	0	1	2	0	0	1	1	3	3
PF08490	0	0	0	0	0	1	0	0	0	0	0	2
PF08491	3	0	10	9	3	3	6	1	4	3	2	4
PF08492	0	0	0	0	0	0	0	0	0	0	0	1
PF08493	0	0	0	0	0	0	0	0	0	0	1	0
PF08494	29	9	24	40	27	27	33	17	29	29	22	38
PF08495	16	3	30	36	15	16	20	21	30	21	9	26
PF08496	1	3	4	1	4	1	1	2	2	3	1	2
PF08497	14	11	22	14	27	22	31	38	31	22	24	30
PF08498	0	0	0	0	0	0	0	0	0	1	0	0
PF08501	16	20	38	46	26	27	45	40	48	32	33	25
PF08502	41	21	65	53	52	52	56	74	66	42	73	74
PF08503	0	4	0	0	0	0	0	1	0	0	0	0
PF08506	3	0	0	0	1	0	0	0	0	0	0	1
PF08510	0	0	0	0	0	0	0	1	0	0	0	0
PF08511	10	1	5	10	5	5	5	2	5	6	0	4
PF08512	1	0	0	2	0	0	1	0	2	0	0	1
PF08513	1	0	0	2	1	1	0	0	1	0	0	1
PF08514	0	0	0	0	0	0	1	0	0	0	0	0
PF08515	0	0	0	0	1	0	0	0	0	0	0	0
PF08517	0	0	0	0	0	0	0	0	1	0	1	0
PF08518	0	0	0	0	1	0	0	0	0	0	0	0
PF08519	1	0	0	3	0	0	0	0	0	0	0	0
PF08521	1	0	4	2	1	0	4	1	1	2	1	2
PF08522	0	0	4	0	2	2	2	2	1	3	3	0
PF08523	0	0	0	0	0	0	0	0	0	1	0	0
PF08524	2	0	0	0	0	0	0	0	1	0	0	0
PF08525	0	0	0	0	0	0	2	0	0	1	0	0
PF08527	1	0	0	0	0	0	0	1	0	1	0	0
PF08529	36	25	48	50	41	40	51	48	68	43	36	46
PF08530	29	6	26	36	35	27	38	44	32	44	42	35
PF08531	10	8	31	15	11	32	37	46	31	22	46	43
PF08532	15	7	21	12	18	17	26	52	36	22	33	35
PF08533	1	2	3	3	4	6	5	7	6	2	9	7
PF08534	206	108	244	309	241	202	323	269	284	222	182	230
PF08535	2	1	6	1	1	3	3	3	4	2	5	11
PF08536	0	0	1	0	0	0	1	2	0	0	1	0
PF08538	1	0	0	0	1	0	2	2	0	2	1	1
PF08539	0	0	0	0	0	0	0	0	0	0	1	0
PF08540	7	1	6	9	6	8	2	7	18	3	3	5
PF08541	60	34	73	80	79	92	94	80	100	69	63	107
PF08542	3	1	0	1	2	10	2	7	3	4	3	7
PF08543	38	35	64	57	50	65	55	79	79	59	53	71
PF08544	50	13	38	39	44	64	52	73	65	43	64	86
PF08545	50	43	78	85	71	69	78	94	92	58	63	103
PF08546	21	4	24	21	27	28	45	44	41	32	39	48
PF08547	6	3	14	21	18	6	17	10	16	8	7	16
PF08548	14	2	9	21	6	6	14	4	7	11	8	14
PF08551	6	7	12	10	18	16	20	13	18	13	11	22
PF08553	0	0	0	0	0	0	1	0	1	1	0	0
PF08555	0	0	0	0	0	0	0	1	0	0	0	0
PF08557	0	0	0	1	1	0	0	0	0	2	0	0
PF08560	0	0	0	0	0	0	1	0	0	0	0	0
PF08564	0	0	0	2	0	0	0	0	0	1	0	0
PF08565	1	0	0	0	0	0	0	0	0	0	0	0
PF08567	1	0	0	0	1	0	1	0	0	0	0	0
PF08568	0	0	0	0	0	0	0	0	0	1	0	0
PF08569	0	1	0	0	0	0	1	0	0	0	0	0
PF08570	8	0	5	7	8	7	13	12	9	13	8	6
PF08571	0	0	0	0	0	0	1	0	0	0	0	0
PF08572	0	0	0	0	2	0	0	0	1	0	0	0
PF08574	0	0	0	0	0	0	0	0	1	0	0	0
PF08576	0	0	0	0	0	0	0	0	1	0	0	0
PF08578	0	0	1	0	0	0	0	0	0	0	0	0
PF08581	0	0	0	0	0	0	0	0	0	0	0	1
PF08583	1	0	0	1	0	1	0	0	1	0	0	0
PF08585	0	0	1	0	0	0	0	1	0	0	0	0
PF08588	0	0	0	0	0	0	0	1	0	0	0	0
PF08590	1	0	0	0	0	0	0	1	0	0	0	0
PF08592	1	0	0	3	0	0	1	0	1	1	1	0
PF08597	0	0	0	0	2	0	0	0	0	0	0	1
PF08598	0	0	0	0	0	0	1	0	0	0	0	0
PF08603	1	0	0	0	0	0	0	0	0	1	0	1
PF08606	0	0	0	0	0	0	1	0	1	0	0	0
PF08608	1	0	4	0	3	5	4	5	7	2	5	5
PF08609	0	0	0	2	1	0	0	0	1	0	0	0
PF08611	0	0	0	0	0	0	1	0	0	1	0	0
PF08613	0	0	0	2	0	0	1	0	2	0	0	2
PF08614	0	0	0	1	0	0	0	0	1	0	0	0
PF08617	1	0	0	0	0	5	1	1	2	0	3	3
PF08620	0	0	0	0	0	0	0	0	0	1	0	0
PF08621	0	0	0	0	0	0	0	0	0	0	1	0
PF08622	0	0	0	0	0	0	0	0	0	1	0	0
PF08623	0	0	0	1	0	0	0	0	1	0	0	0
PF08625	1	0	0	0	1	0	1	0	0	0	0	0
PF08626	2	0	0	2	2	0	1	0	0	2	1	0
PF08627	5	0	0	2	0	1	0	0	0	1	1	0
PF08628	0	0	0	0	0	0	1	0	0	0	0	0
PF08631	0	0	1	0	0	0	0	0	2	0	0	0
PF08634	1	0	1	0	0	0	0	0	0	0	0	1
PF08635	0	0	1	0	2	2	1	2	1	1	4	3
PF08637	1	0	1	0	0	0	0	0	0	0	0	0
PF08641	0	0	0	0	0	0	0	0	1	1	0	0
PF08642	0	0	0	1	0	0	2	0	2	1	1	0
PF08643	6	7	8	20	9	6	14	12	19	6	7	6
PF08644	0	0	0	2	0	0	0	0	0	0	0	0
PF08645	8	7	9	11	8	6	9	13	9	8	8	11
PF08646	1	0	0	0	0	2	1	2	3	3	1	2
PF08647	0	0	1	0	0	0	0	1	1	0	0	0
PF08649	0	0	0	1	0	0	0	0	0	0	0	0
PF08651	0	0	0	0	0	0	0	1	0	0	0	0
PF08652	0	0	0	1	0	0	0	0	0	0	0	0
PF08654	0	0	0	0	0	0	1	0	0	0	0	0
PF08657	0	0	0	0	0	0	0	0	1	0	0	0
PF08659	322	135	367	515	340	295	490	448	466	387	309	447
PF08660	3	0	2	4	3	2	5	2	1	2	6	2
PF08662	15	5	11	31	20	21	25	20	44	7	16	21
PF08663	1	0	0	0	0	0	0	1	0	0	0	0
PF08665	17	11	20	18	24	13	26	23	22	18	22	18
PF08666	29	13	27	30	31	35	46	53	39	35	52	47
PF08667	1	2	2	1	0	2	0	0	2	0	1	0
PF08668	111	72	129	123	152	140	194	241	183	166	178	203
PF08669	50	23	52	73	48	42	56	49	64	42	37	45
PF08670	2	0	0	1	1	1	4	2	3	2	1	2
PF08671	0	0	0	0	0	0	0	1	0	0	0	0
PF08672	1	0	0	1	0	1	1	0	0	1	1	2
PF08673	0	0	2	0	2	0	1	0	0	0	0	0
PF08676	39	20	26	42	35	38	40	49	42	35	40	44
PF08677	0	0	0	1	0	0	0	0	0	0	0	0
PF08679	2	2	6	1	4	5	2	5	2	3	4	4
PF08680	0	1	0	0	0	0	1	0	0	0	0	0
PF08681	2	3	9	10	7	3	10	15	7	3	2	11
PF08683	0	0	0	0	1	0	0	0	0	0	0	0
PF08687	0	0	0	0	0	0	0	0	0	0	1	1
PF08694	1	0	0	0	0	0	0	0	0	0	0	0
PF08695	4	0	0	0	1	2	2	3	1	0	4	2
PF08696	1	1	1	1	0	2	1	5	0	3	2	1
PF08698	0	0	0	1	0	1	0	0	0	0	0	0
PF08700	1	0	0	0	0	0	3	0	0	0	0	0
PF08702	0	0	0	0	1	0	0	0	0	0	0	0
PF08704	12	3	15	15	10	19	17	16	22	11	28	31
PF08706	9	9	15	16	14	18	13	16	21	15	15	21
PF08707	5	12	8	13	15	5	8	5	5	5	3	3
PF08708	6	3	2	7	4	6	6	4	4	9	4	6
PF08709	0	0	0	1	1	0	2	0	1	0	0	0
PF08711	0	0	0	1	0	0	0	0	0	2	0	1
PF08712	11	8	15	22	9	5	14	8	9	15	4	8
PF08713	23	7	15	19	37	27	33	34	30	24	39	51
PF08714	2	0	2	4	3	0	2	2	1	6	3	5
PF08718	0	0	0	0	1	0	0	0	0	0	0	0
PF08719	7	3	5	12	8	8	6	10	7	8	8	7
PF08721	1	0	1	0	0	0	0	0	2	0	0	1
PF08722	2	0	3	1	0	1	2	4	3	1	0	2
PF08725	1	0	0	0	0	0	1	0	0	0	0	0
PF08726	0	0	0	0	0	0	0	0	0	1	0	0
PF08732	0	0	1	3	1	0	0	0	0	0	1	0
PF08734	3	0	3	7	10	5	5	7	3	4	10	11
PF08735	2	2	2	3	0	7	6	5	5	0	18	8
PF08740	2	0	0	2	1	0	1	0	0	1	0	1
PF08741	0	0	0	0	0	0	1	0	0	0	0	0
PF08742	0	0	0	1	0	0	0	0	0	0	0	0
PF08745	1	0	0	0	0	0	0	0	0	1	2	2
PF08747	3	3	7	4	5	3	5	7	8	4	10	9
PF08750	0	0	0	1	2	0	1	1	0	0	0	1
PF08751	6	0	3	5	3	8	4	6	5	3	4	7
PF08753	12	6	14	8	11	19	9	23	13	14	23	22
PF08755	3	4	10	14	5	6	6	4	3	11	4	5
PF08756	0	0	0	0	0	0	1	0	0	0	0	0
PF08757	20	8	18	26	18	25	27	33	20	17	30	27
PF08759	2	1	1	1	0	0	0	1	1	1	0	0
PF08760	4	1	0	1	5	4	2	4	2	0	4	4
PF08761	4	2	3	1	3	7	5	4	6	5	1	6
PF08763	0	0	0	1	0	0	0	0	0	0	0	0
PF08765	2	0	3	0	2	1	1	2	3	1	2	0
PF08767	1	0	1	2	0	0	1	0	0	1	0	0
PF08768	0	0	1	1	0	0	1	0	0	0	0	0
PF08769	0	2	0	0	1	0	1	0	0	0	0	0
PF08770	6	4	6	12	4	0	7	5	5	5	1	7
PF08771	1	0	0	1	1	0	0	0	0	0	0	0
PF08772	1	0	0	0	0	0	0	2	0	1	0	0
PF08774	6	7	3	6	9	3	7	8	2	7	3	8
PF08776	0	0	0	0	0	0	0	0	0	0	1	0
PF08777	0	0	1	1	0	0	0	0	0	0	0	0
PF08780	3	8	14	2	9	7	9	8	6	11	7	7
PF08781	0	0	2	1	1	0	0	0	0	0	0	0
PF08784	0	0	1	0	2	1	0	3	1	1	0	2
PF08786	1	0	0	0	0	0	1	0	1	1	3	0
PF08787	0	0	1	0	0	0	1	0	1	1	3	0
PF08790	0	0	0	0	0	1	0	1	0	0	0	0
PF08792	0	0	0	1	2	0	0	0	0	0	0	1
PF08793	0	0	2	0	0	0	1	0	1	0	0	0
PF08795	0	0	0	0	2	0	1	0	1	0	0	0
PF08797	3	2	2	3	1	4	3	3	6	1	9	6
PF08798	5	3	9	6	8	6	11	9	8	5	10	8
PF08799	0	0	0	0	0	0	1	0	0	0	0	0
PF08800	2	3	6	2	3	1	2	2	1	1	2	0
PF08801	0	0	2	4	0	1	1	0	6	0	0	0
PF08802	1	1	3	3	3	1	5	0	9	4	0	0
PF08803	1	0	1	1	1	0	4	2	3	0	3	2
PF08804	0	0	1	0	0	0	1	0	3	0	0	0
PF08805	0	1	0	0	0	0	2	1	0	1	0	1
PF08806	1	0	0	0	0	0	0	0	1	1	1	0
PF08807	0	0	0	1	0	0	1	0	0	0	0	0
PF08808	9	5	14	14	10	13	17	20	20	11	9	10
PF08809	0	1	2	0	0	0	0	1	0	0	0	1
PF08811	42	4	45	92	37	34	82	43	82	60	28	46
PF08812	0	2	1	1	0	0	0	1	0	0	0	0
PF08813	0	0	0	0	0	0	0	1	0	0	0	0
PF08814	5	0	2	12	6	2	13	10	27	16	1	4
PF08817	1	0	0	2	2	2	0	1	1	1	0	1
PF08818	19	4	14	17	21	13	29	16	27	21	15	15
PF08819	2	0	1	3	3	2	6	2	2	2	1	3
PF08821	6	5	6	2	9	12	2	12	5	4	15	15
PF08823	4	6	5	8	6	1	11	5	12	8	3	10
PF08825	1	0	0	0	0	1	0	0	0	0	0	0
PF08826	0	0	0	1	0	0	0	1	0	0	0	0
PF08827	1	0	0	1	0	2	0	1	0	0	1	0
PF08830	0	0	0	0	0	0	0	0	0	1	0	0
PF08837	1	1	2	4	2	2	3	5	2	2	2	1
PF08839	1	0	0	0	0	1	0	0	0	0	0	0
PF08840	37	12	28	50	26	21	38	30	42	30	39	43
PF08841	0	3	2	0	0	0	0	3	1	2	2	0
PF08842	1	0	1	0	0	0	0	0	0	0	0	0
PF08843	41	28	52	58	68	89	66	116	67	58	101	147
PF08844	2	0	1	4	0	0	0	0	2	1	0	1
PF08845	0	0	0	0	0	1	0	1	0	1	0	1
PF08846	1	0	3	2	2	0	1	2	2	3	0	0
PF08847	3	0	3	3	0	0	3	1	4	1	1	0
PF08848	1	0	2	3	0	0	1	0	3	1	0	1
PF08849	5	4	8	3	9	4	6	16	3	0	6	5
PF08850	1	2	5	2	1	1	5	4	3	1	2	1
PF08852	0	3	5	8	4	1	2	1	11	7	0	1
PF08853	1	0	0	4	1	0	4	0	6	1	0	0
PF08854	0	0	2	1	0	0	0	0	2	0	0	1
PF08855	3	0	2	3	2	1	2	0	4	2	0	1
PF08856	6	0	3	4	2	1	2	0	1	1	0	0
PF08857	2	0	0	1	0	0	1	0	1	0	0	0
PF08858	0	0	0	0	0	0	2	0	1	0	0	0
PF08859	6	4	7	6	10	8	10	21	8	11	18	19
PF08861	2	0	3	4	2	1	5	5	9	2	3	3
PF08862	0	0	0	0	3	0	3	2	2	0	1	0
PF08863	0	4	0	0	0	0	2	1	1	0	0	0
PF08864	0	0	0	0	0	0	0	1	0	0	0	0
PF08865	1	0	0	8	2	0	3	0	2	1	0	2
PF08867	7	2	8	9	6	6	11	9	11	10	8	8
PF08868	0	1	0	1	0	0	0	0	0	0	0	0
PF08869	6	0	10	26	13	2	11	6	30	10	1	2
PF08870	4	2	4	1	4	0	2	3	2	2	2	0
PF08872	2	1	2	4	0	0	2	0	8	3	0	0
PF08873	0	0	2	0	0	1	1	0	4	1	2	1
PF08874	0	0	1	0	2	0	0	1	1	0	0	0
PF08875	2	2	0	0	0	0	1	1	1	1	0	0
PF08878	0	0	0	2	4	0	2	2	0	1	0	1
PF08879	0	0	0	0	0	0	1	0	0	0	0	0
PF08880	0	0	0	0	0	0	0	0	0	1	0	0
PF08881	0	0	0	1	0	0	0	1	0	2	0	1
PF08882	0	2	0	0	0	0	0	0	0	0	2	1
PF08883	0	0	0	0	2	0	0	0	0	0	0	0
PF08884	0	0	0	1	0	0	0	0	0	1	0	0
PF08885	9	2	8	8	12	7	16	14	7	8	7	10
PF08886	0	0	2	3	4	2	2	5	4	4	1	3
PF08887	1	0	0	0	0	0	0	0	1	0	0	0
PF08888	1	0	1	1	0	0	0	0	0	0	0	0
PF08889	14	9	26	18	16	14	20	26	15	13	23	14
PF08890	0	0	0	0	0	0	3	0	0	0	0	0
PF08892	0	0	0	0	0	0	0	1	1	0	0	0
PF08894	2	0	1	4	1	0	4	3	1	0	1	1
PF08895	0	0	0	0	0	0	0	0	0	1	0	1
PF08897	0	2	0	0	2	2	2	3	2	1	4	1
PF08898	1	0	0	0	0	0	0	0	0	0	0	1
PF08899	10	2	13	10	13	13	10	20	12	10	20	29
PF08900	0	0	0	1	2	0	0	0	0	0	0	0
PF08901	4	1	6	4	8	18	4	14	14	6	16	15
PF08902	4	2	17	4	6	13	15	15	14	12	20	29
PF08903	7	3	7	2	16	11	6	25	7	7	29	33
PF08904	5	1	4	4	3	2	2	3	2	2	0	5
PF08905	3	1	7	1	2	4	4	7	3	1	5	7
PF08906	1	1	0	1	1	0	0	0	0	0	1	2
PF08907	3	0	5	2	2	0	2	0	1	0	0	0
PF08908	0	0	0	0	0	0	1	0	0	0	0	0
PF08909	2	0	4	4	2	9	4	4	8	6	11	8
PF08914	0	0	0	0	0	0	0	0	1	0	0	0
PF08915	6	1	2	1	2	13	4	6	2	4	10	10
PF08918	0	0	0	0	1	0	0	0	0	0	0	0
PF08919	0	0	0	0	0	0	0	0	0	1	0	0
PF08920	1	0	0	0	0	0	0	0	0	0	0	0
PF08921	0	1	0	0	0	0	0	0	0	0	0	0
PF08922	2	0	1	11	4	2	5	2	1	5	1	4
PF08923	0	0	0	0	1	2	0	2	2	1	0	0
PF08924	0	0	0	2	1	0	3	0	1	0	1	0
PF08925	0	0	0	0	0	0	0	0	2	0	0	0
PF08928	0	0	0	0	0	0	1	0	0	0	0	0
PF08933	0	0	0	2	0	0	3	0	0	3	0	0
PF08936	1	1	3	5	7	2	7	2	3	2	2	2
PF08937	19	3	7	28	22	10	25	18	18	20	17	13
PF08939	0	0	0	2	0	0	0	1	1	1	2	0
PF08940	0	0	0	3	2	0	1	0	0	1	0	0
PF08942	0	0	0	0	1	0	1	1	0	0	0	1
PF08943	1	0	0	2	0	1	0	1	1	2	0	1
PF08946	0	0	0	1	0	0	0	0	0	1	0	0
PF08947	0	0	0	0	0	0	0	0	0	0	0	2
PF08950	0	2	0	0	0	0	0	1	1	0	1	0
PF08953	1	0	0	1	2	0	1	0	0	0	0	0
PF08958	0	0	0	0	0	0	0	0	0	0	0	1
PF08960	0	3	1	3	2	0	0	3	1	2	1	0
PF08961	1	0	1	0	0	0	0	2	0	0	2	0
PF08962	1	0	0	0	0	0	0	0	0	0	0	0
PF08963	0	0	0	1	0	0	0	0	0	0	0	0
PF08964	0	0	0	0	0	1	0	0	0	0	0	0
PF08965	0	0	0	0	1	0	0	0	0	0	0	0
PF08966	0	0	0	0	0	0	2	0	0	0	0	0
PF08972	3	3	2	3	5	2	1	2	1	3	2	5
PF08973	1	0	2	0	1	1	1	1	2	0	0	2
PF08974	0	0	2	3	2	4	3	0	4	2	0	3
PF08975	1	1	2	0	2	0	0	1	1	0	0	2
PF08976	1	0	1	0	1	0	0	0	0	1	0	0
PF08978	1	0	0	0	0	0	0	0	0	0	0	0
PF08980	0	0	0	0	0	1	1	2	0	0	0	1
PF08984	6	8	6	2	6	8	5	12	9	7	12	18
PF08988	0	0	0	1	0	0	1	0	0	1	0	0
PF08990	0	0	0	0	0	0	0	0	0	1	0	1
PF08993	0	0	0	0	1	0	0	1	1	0	1	0
PF08994	0	0	0	0	0	0	0	0	0	0	1	0
PF08996	0	0	0	0	0	0	0	0	0	1	0	0
PF08997	0	0	0	1	0	0	0	0	0	0	0	0
PF09002	2	5	7	1	4	3	2	11	4	1	3	4
PF09003	0	0	0	0	0	2	0	0	0	0	0	0
PF09005	0	0	0	0	2	0	1	0	0	0	0	0
PF09006	1	0	0	0	0	0	0	0	0	0	2	1
PF09011	5	1	0	8	2	3	4	1	1	4	0	1
PF09012	5	2	7	0	13	6	10	11	13	7	7	9
PF09015	0	0	2	1	1	0	2	0	1	0	4	2
PF09018	0	0	0	0	0	0	1	0	0	0	0	0
PF09019	1	1	2	2	0	2	0	0	1	0	0	1
PF09021	0	4	0	0	1	0	0	4	0	0	0	0
PF09026	0	0	0	0	1	0	0	0	0	0	0	0
PF09027	0	0	0	0	0	0	0	0	0	1	0	0
PF09028	0	0	0	0	0	0	1	0	0	0	0	0
PF09032	0	0	1	0	0	0	0	0	1	0	0	0
PF09035	0	0	0	1	1	0	0	0	0	0	0	0
PF09037	2	0	6	5	3	5	4	3	6	5	3	3
PF09038	4	0	0	1	0	1	0	1	0	0	0	0
PF09039	0	1	2	0	0	1	1	1	2	1	1	2
PF09043	0	3	5	0	4	1	2	4	4	1	2	2
PF09048	0	0	0	0	0	0	0	0	0	1	0	0
PF09055	4	1	6	6	5	6	3	16	9	7	6	15
PF09056	0	0	0	0	0	0	0	1	0	0	0	0
PF09064	0	0	0	0	0	0	0	0	0	0	1	0
PF09066	0	0	0	1	0	0	0	0	0	0	0	1
PF09068	0	0	0	0	1	0	0	0	0	0	0	0
PF09069	0	0	0	0	0	0	0	0	1	0	0	0
PF09070	0	0	0	1	0	1	0	0	0	0	0	0
PF09071	0	0	0	0	0	0	0	0	0	0	1	0
PF09072	0	0	0	0	0	1	0	0	0	0	0	0
PF09077	0	2	2	0	0	0	0	2	0	0	0	1
PF09079	3	2	0	0	1	5	3	5	2	2	6	17
PF09082	0	0	0	0	1	0	0	0	0	0	1	0
PF09083	0	0	0	0	0	0	0	0	0	0	1	0
PF09084	88	51	159	137	119	85	91	122	158	93	86	122
PF09086	2	0	1	0	1	0	0	0	0	0	1	0
PF09087	3	2	6	4	6	0	3	4	3	2	6	1
PF09088	0	0	0	0	0	0	1	0	0	0	0	0
PF09090	0	0	0	1	2	0	0	0	0	0	0	0
PF09092	0	0	0	0	0	1	0	0	0	0	2	2
PF09093	1	0	0	0	0	1	0	1	0	0	0	0
PF09094	2	1	9	3	1	3	7	4	10	7	5	6
PF09095	3	5	11	2	3	10	9	16	10	11	19	18
PF09098	0	0	0	0	0	1	1	0	0	0	0	3
PF09099	1	0	1	1	2	1	1	1	2	2	2	0
PF09100	1	0	0	0	0	0	0	0	0	0	0	1
PF09103	0	0	0	2	0	0	0	0	0	0	0	0
PF09106	3	2	2	7	6	9	7	7	9	9	9	19
PF09107	6	3	5	14	10	8	9	24	13	14	16	21
PF09110	0	0	0	1	0	0	1	0	0	0	0	0
PF09111	1	0	0	0	1	0	0	0	1	0	0	0
PF09112	1	1	1	1	0	1	0	1	0	1	2	1
PF09113	3	0	1	4	2	3	3	4	1	3	3	5
PF09115	2	4	4	2	5	2	6	6	5	3	0	5
PF09116	0	0	0	0	0	0	0	1	0	1	0	0
PF09118	4	0	0	4	0	0	3	0	1	1	0	2
PF09123	0	0	0	0	0	0	0	0	0	0	1	0
PF09124	0	0	0	0	0	0	0	2	0	0	0	0
PF09126	0	0	0	1	0	0	0	0	0	0	0	0
PF09127	3	0	2	6	2	3	7	2	3	3	1	0
PF09128	1	0	0	0	0	0	0	0	1	0	0	0
PF09130	3	0	1	1	1	1	1	0	2	2	3	0
PF09134	3	1	3	1	4	4	2	8	10	2	8	3
PF09137	0	0	2	1	1	0	1	2	0	0	0	0
PF09138	1	0	0	2	0	1	0	0	0	2	1	1
PF09139	0	0	1	0	0	1	1	1	2	0	0	1
PF09140	113	64	165	151	159	96	128	154	182	119	118	162
PF09142	0	0	1	4	1	0	1	0	3	1	2	1
PF09144	0	0	0	0	0	0	1	0	0	0	0	0
PF09145	0	0	0	1	0	0	0	1	0	0	0	0
PF09147	2	0	1	0	3	0	0	1	0	0	1	1
