Env	Meta	PF00034	PF00037	PF00005	PF13579	PF00534	PF01058	PF05239	PF00106	PF01613	PF13247	PF09459	PF10418	PF12139	PF01568	PF13360	PF00528	PF03404	PF00174	PF14306	PF00258	PF01547	PF12838	PF12831	PF07992	PF00890	PF02635	PF13193	PF04945	PF00557	PF00556	PF02826	PF00009	PF04173	PF04663	PF01553	PF04077	PF04879	PF13501	PF01292	PF13183	PF02662	PF05398	PF07682	PF06099	PF03916	PF07680	PF12798	PF00374	PF11511	PF13237	PF08669	PF00384	PF13442	PF00389	PF00205	PF00202	PF03967	PF09242	PF08770	PF02775	PF02776	PF00175	PF00171	PF07883	PF01370	PF02665	PF02910	PF01507	PF04358	PF01747	PF13746	PF00459	PF01571	PF01077	PF09084	PF01070	PF00124	PF10518	PF00501	PF03144	PF03460	PF00355	PF01583	PF00291	PF00111
air	4465825.3	32.0	13.0	245.0	17.0	52.0	4.0	0.0	227.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	36.0	0.0	2.0	0.0	0.0	18.0	12.0	17.0	106.0	88.0	2.0	37.0	2.0	27.0	0.0	43.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	10.0	6.0	17.0	33.0	10.0	15.0	0.0	0.0	0.0	23.0	12.0	0.0	0.0	39.0	101.0	0.0	7.0	5.0	0.0	0.0	4.0	27.0	13.0	10.0	10.0	23.0	0.0	8.0	90.0	31.0	10.0	17.0	8.0	55.0	11.0
air	4465946.3	75.0	42.0	744.0	54.0	176.0	15.0	0.0	583.0	33.0	2.0	0.0	0.0	0.0	6.0	0.0	161.0	0.0	9.0	0.0	0.0	51.0	44.0	91.0	429.0	282.0	9.0	75.0	14.0	66.0	0.0	93.0	187.0	0.0	0.0	0.0	0.0	13.0	1.0	34.0	22.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0	46.0	19.0	39.0	34.0	49.0	27.0	55.0	2.0	1.0	4.0	41.0	30.0	0.0	0.0	54.0	301.0	5.0	12.0	37.0	0.0	0.0	13.0	74.0	42.0	25.0	29.0	87.0	0.0	18.0	253.0	104.0	20.0	44.0	17.0	209.0	51.0
air	4500755.3	0.0	5.0	68.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	11.0	8.0	0.0	6.0	1.0	4.0	0.0	13.0	17.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	1.0	6.0	0.0	21.0	0.0	0.0	0.0	5.0	12.0	0.0	64.0	4.0	8.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	7.0	1.0	1.0	0.0	0.0	0.0	50.0	3.0	5.0	4.0	3.0	3.0	7.0
air	4516366.3	0.0	1256.0	18858.0	0.0	2185.0	328.0	188.0	0.0	0.0	328.0	0.0	37.0	1.0	289.0	2.0	1007.0	123.0	738.0	80.0	0.0	0.0	160.0	266.0	1203.0	1710.0	7.0	1638.0	137.0	632.0	19.0	1750.0	4914.0	3.0	6.0	186.0	4.0	411.0	57.0	15.0	60.0	2.0	0.0	0.0	2.0	16.0	2.0	0.0	76.0	0.0	179.0	248.0	1140.0	42.0	560.0	197.0	3396.0	36.0	24.0	112.0	1398.0	1199.0	0.0	7677.0	779.0	1736.0	0.0	601.0	0.0	10.0	181.0	69.0	930.0	977.0	488.0	269.0	0.0	677.0	254.0	8998.0	545.0	607.0	959.0	643.0	526.0	365.0
air	4516402.3	0.0	4836.0	70119.0	0.0	7593.0	1143.0	616.0	0.0	0.0	1033.0	4.0	169.0	15.0	1036.0	17.0	3659.0	374.0	2337.0	242.0	0.0	0.0	658.0	954.0	4353.0	6596.0	8.0	5642.0	453.0	2326.0	40.0	6248.0	17201.0	14.0	8.0	652.0	5.0	1393.0	218.0	43.0	218.0	15.0	1.0	0.0	4.0	75.0	1.0	1.0	276.0	0.0	834.0	897.0	3853.0	155.0	2120.0	613.0	13305.0	65.0	73.0	365.0	4755.0	4331.0	0.0	28833.0	2713.0	6124.0	0.0	2057.0	0.0	51.0	618.0	234.0	3762.0	3554.0	1545.0	845.0	0.0	1235.0	917.0	28329.0	1800.0	1905.0	3231.0	2251.0	2302.0	1392.0
air	4516403.3	0.0	3531.0	50035.0	0.0	5465.0	825.0	516.0	0.0	0.0	666.0	3.0	227.0	1.0	602.0	9.0	2595.0	365.0	1454.0	259.0	0.0	0.0	452.0	671.0	3071.0	4341.0	14.0	3301.0	287.0	2139.0	24.0	4630.0	14644.0	9.0	3.0	538.0	8.0	741.0	88.0	16.0	115.0	21.0	1.0	0.0	3.0	32.0	3.0	0.0	173.0	0.0	682.0	529.0	2409.0	91.0	1502.0	475.0	8889.0	38.0	36.0	181.0	3211.0	2737.0	0.0	19759.0	1653.0	4506.0	0.0	1368.0	0.0	45.0	732.0	148.0	2200.0	2224.0	1171.0	682.0	0.0	1407.0	539.0	19641.0	1576.0	1384.0	1916.0	1512.0	1529.0	832.0
air	4516455.3	0.0	4844.0	68078.0	0.0	7456.0	1298.0	665.0	0.0	0.0	1040.0	9.0	161.0	1.0	981.0	12.0	3904.0	333.0	2517.0	274.0	0.0	0.0	630.0	1035.0	4480.0	6342.0	15.0	5620.0	449.0	2184.0	65.0	6064.0	17518.0	3.0	9.0	687.0	11.0	1327.0	184.0	43.0	213.0	29.0	1.0	0.0	4.0	49.0	1.0	1.0	289.0	0.0	827.0	817.0	3790.0	150.0	2083.0	661.0	12736.0	84.0	93.0	332.0	4813.0	4285.0	0.0	29154.0	2907.0	6506.0	0.0	1984.0	0.0	54.0	662.0	219.0	3410.0	3535.0	1593.0	860.0	0.0	1548.0	1019.0	28255.0	1857.0	2044.0	3351.0	2236.0	2231.0	1397.0
air	4516459.3	0.0	4765.0	66873.0	0.0	6574.0	1184.0	557.0	0.0	0.0	984.0	9.0	203.0	11.0	877.0	21.0	3549.0	420.0	2178.0	216.0	0.0	0.0	683.0	946.0	4064.0	6080.0	14.0	5077.0	441.0	2360.0	49.0	6508.0	17484.0	10.0	9.0	627.0	14.0	1126.0	177.0	43.0	210.0	32.0	0.0	0.0	2.0	45.0	2.0	4.0	248.0	1.0	860.0	834.0	3644.0	140.0	2079.0	600.0	13099.0	48.0	65.0	317.0	4500.0	3843.0	0.0	28782.0	2449.0	5830.0	0.0	1902.0	0.0	83.0	655.0	206.0	3308.0	3415.0	1346.0	909.0	0.0	806.0	924.0	27125.0	1829.0	1675.0	2927.0	2300.0	2055.0	1257.0
air	4516594.3	0.0	4011.0	57308.0	0.0	6200.0	956.0	526.0	0.0	0.0	953.0	13.0	139.0	8.0	852.0	17.0	3126.0	290.0	1936.0	218.0	0.0	0.0	520.0	840.0	3624.0	5309.0	12.0	4657.0	437.0	1859.0	48.0	5075.0	14340.0	7.0	9.0	519.0	7.0	1125.0	156.0	24.0	188.0	25.0	2.0	0.0	3.0	57.0	6.0	1.0	220.0	0.0	684.0	733.0	3402.0	125.0	1693.0	549.0	10533.0	75.0	71.0	278.0	3928.0	3521.0	0.0	23823.0	2221.0	5204.0	0.0	1712.0	0.0	52.0	564.0	187.0	2924.0	2967.0	1270.0	724.0	0.0	1298.0	807.0	23340.0	1552.0	1594.0	2636.0	1791.0	1775.0	1157.0
air	4516637.3	0.0	6070.0	87824.0	0.0	11465.0	1528.0	1056.0	0.0	0.0	1227.0	11.0	171.0	10.0	1324.0	22.0	4457.0	396.0	3255.0	360.0	0.0	0.0	818.0	1319.0	5695.0	8448.0	8.0	7217.0	586.0	2805.0	82.0	7839.0	21701.0	11.0	10.0	858.0	7.0	1782.0	292.0	48.0	254.0	22.0	2.0	1.0	5.0	85.0	5.0	0.0	420.0	2.0	1012.0	1121.0	4769.0	217.0	2680.0	854.0	16316.0	153.0	128.0	440.0	6011.0	5334.0	0.0	35598.0	3760.0	8263.0	0.0	2703.0	0.0	48.0	818.0	268.0	4862.0	4596.0	2194.0	1002.0	0.0	2350.0	1392.0	36576.0	2219.0	2775.0	4415.0	2963.0	2944.0	1897.0
air	4516651.3	0.0	5002.0	69357.0	0.0	7471.0	1211.0	599.0	0.0	0.0	1074.0	5.0	188.0	5.0	992.0	12.0	3750.0	396.0	2413.0	224.0	0.0	0.0	726.0	964.0	4545.0	6657.0	10.0	5549.0	435.0	2301.0	45.0	6657.0	17443.0	3.0	13.0	671.0	9.0	1269.0	201.0	35.0	191.0	34.0	0.0	0.0	4.0	78.0	3.0	3.0	291.0	1.0	863.0	932.0	3932.0	153.0	2101.0	693.0	13419.0	53.0	52.0	282.0	4753.0	4353.0	0.0	29905.0	2853.0	6297.0	0.0	2131.0	0.0	71.0	661.0	202.0	3608.0	3727.0	1415.0	817.0	0.0	877.0	984.0	28727.0	1801.0	1767.0	3171.0	2344.0	2334.0	1336.0
air	4516802.3	0.0	4294.0	57615.0	0.0	5666.0	1097.0	472.0	0.0	0.0	954.0	8.0	205.0	13.0	889.0	12.0	3016.0	338.0	1857.0	191.0	0.0	0.0	599.0	792.0	3565.0	5532.0	15.0	4671.0	433.0	2147.0	30.0	5661.0	15521.0	5.0	20.0	624.0	7.0	1034.0	171.0	24.0	170.0	25.0	1.0	0.0	20.0	84.0	5.0	3.0	242.0	0.0	775.0	713.0	3300.0	153.0	1837.0	522.0	11351.0	33.0	83.0	294.0	3934.0	3414.0	0.0	25447.0	2074.0	5078.0	0.0	1731.0	0.0	74.0	589.0	184.0	2990.0	2973.0	1185.0	780.0	0.0	781.0	821.0	24532.0	1633.0	1437.0	2707.0	1901.0	1879.0	1075.0
air	4516803.3	0.0	5066.0	70111.0	0.0	7755.0	1242.0	691.0	0.0	0.0	1056.0	7.0	187.0	5.0	990.0	18.0	3882.0	370.0	2425.0	245.0	0.0	0.0	624.0	1059.0	4337.0	6474.0	18.0	5524.0	445.0	2298.0	70.0	6405.0	18293.0	9.0	8.0	670.0	7.0	1304.0	232.0	44.0	214.0	29.0	0.0	0.0	2.0	52.0	3.0	0.0	272.0	0.0	832.0	851.0	3662.0	142.0	2263.0	614.0	12938.0	88.0	84.0	382.0	4952.0	4402.0	0.0	28389.0	2974.0	6538.0	0.0	2017.0	0.0	49.0	640.0	256.0	3514.0	3585.0	1467.0	909.0	0.0	1428.0	989.0	28353.0	1882.0	2066.0	3267.0	2288.0	2207.0	1411.0
air	4516910.3	0.0	5431.0	72739.0	0.0	7412.0	1322.0	593.0	0.0	0.0	1201.0	12.0	224.0	11.0	1108.0	15.0	4109.0	380.0	2497.0	266.0	0.0	0.0	755.0	1080.0	4645.0	7032.0	11.0	6207.0	509.0	2341.0	42.0	6724.0	18657.0	3.0	9.0	749.0	12.0	1368.0	181.0	33.0	220.0	38.0	1.0	0.0	3.0	73.0	0.0	3.0	283.0	1.0	935.0	911.0	4195.0	168.0	2283.0	696.0	14072.0	65.0	112.0	285.0	5041.0	4593.0	0.0	31557.0	3034.0	6767.0	0.0	2243.0	0.0	86.0	607.0	238.0	3722.0	3940.0	1533.0	888.0	0.0	870.0	1042.0	30165.0	1882.0	1948.0	3475.0	2456.0	2433.0	1443.0
air	4516911.3	0.0	7719.0	105820.0	0.0	12415.0	1909.0	1092.0	0.0	0.0	1825.0	9.0	243.0	11.0	1649.0	39.0	5984.0	622.0	4102.0	375.0	0.0	0.0	1068.0	1509.0	6787.0	10270.0	16.0	8964.0	772.0	3537.0	97.0	9802.0	26571.0	11.0	10.0	1040.0	8.0	2136.0	308.0	61.0	329.0	28.0	2.0	0.0	4.0	111.0	0.0	2.0	370.0	2.0	1269.0	1456.0	5955.0	272.0	3446.0	1019.0	20412.0	130.0	127.0	509.0	7342.0	6737.0	0.0	45423.0	4793.0	9978.0	0.0	3231.0	0.0	94.0	1032.0	319.0	5847.0	5946.0	2265.0	1267.0	0.0	1723.0	1648.0	43165.0	2659.0	2909.0	5419.0	3793.0	3669.0	2167.0
air	4516952.3	0.0	4157.0	56379.0	0.0	6136.0	1021.0	531.0	0.0	0.0	1007.0	7.0	168.0	12.0	883.0	20.0	3020.0	277.0	1876.0	209.0	0.0	0.0	559.0	810.0	3566.0	5293.0	20.0	4398.0	538.0	1882.0	42.0	5408.0	15659.0	13.0	12.0	523.0	8.0	1101.0	220.0	23.0	167.0	30.0	1.0	0.0	5.0	51.0	3.0	0.0	200.0	2.0	673.0	731.0	3422.0	126.0	1751.0	468.0	10507.0	71.0	93.0	323.0	3952.0	3541.0	0.0	23280.0	2234.0	5504.0	0.0	1770.0	0.0	59.0	518.0	167.0	2903.0	2896.0	1272.0	717.0	0.0	1245.0	744.0	22601.0	1613.0	1654.0	2541.0	1853.0	1761.0	1179.0
AMDB	4440281.3	0.0	28.0	225.0	0.0	40.0	8.0	2.0	0.0	0.0	3.0	0.0	4.0	0.0	4.0	1.0	19.0	1.0	6.0	4.0	0.0	0.0	3.0	4.0	24.0	32.0	4.0	13.0	11.0	14.0	0.0	16.0	71.0	0.0	0.0	2.0	0.0	6.0	3.0	1.0	1.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	18.0	0.0	6.0	2.0	13.0	3.0	6.0	2.0	65.0	0.0	2.0	4.0	22.0	14.0	0.0	89.0	7.0	57.0	0.0	9.0	0.0	6.0	4.0	3.0	11.0	13.0	6.0	0.0	0.0	0.0	4.0	76.0	10.0	4.0	6.0	17.0	14.0	6.0
AMDB	4440282.3	0.0	2.0	37.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	0.0	2.0	0.0	5.0	0.0	3.0	3.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	2.0	9.0	0.0	2.0	1.0	9.0	0.0	0.0	0.0	4.0	0.0	0.0	7.0	1.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	11.0	0.0	0.0	1.0	0.0	2.0	1.0
AMDB	4441137.3	211.0	312.0	1540.0	120.0	529.0	95.0	0.0	610.0	19.0	11.0	0.0	18.0	0.0	86.0	0.0	408.0	0.0	41.0	55.0	0.0	63.0	143.0	200.0	1086.0	734.0	209.0	303.0	57.0	175.0	0.0	329.0	489.0	0.0	0.0	0.0	0.0	80.0	0.0	19.0	99.0	0.0	0.0	18.0	0.0	1.0	0.0	0.0	3.0	0.0	177.0	81.0	225.0	139.0	125.0	166.0	489.0	0.0	0.0	1.0	462.0	264.0	0.0	0.0	149.0	753.0	2.0	67.0	76.0	0.0	65.0	98.0	38.0	117.0	22.0	20.0	181.0	0.0	3.0	786.0	309.0	21.0	179.0	2.0	600.0	78.0
AMDB	4441138.3	293.0	231.0	1401.0	185.0	579.0	104.0	0.0	467.0	23.0	8.0	0.0	10.0	1.0	49.0	0.0	465.0	0.0	7.0	37.0	0.0	77.0	162.0	130.0	776.0	555.0	129.0	166.0	87.0	164.0	0.0	210.0	388.0	0.0	1.0	0.0	2.0	42.0	0.0	33.0	81.0	0.0	0.0	0.0	0.0	8.0	0.0	1.0	17.0	0.0	169.0	50.0	117.0	200.0	85.0	74.0	322.0	0.0	0.0	0.0	258.0	111.0	0.0	0.0	119.0	748.0	3.0	42.0	40.0	0.0	42.0	96.0	62.0	102.0	32.0	1.0	109.0	0.0	3.0	391.0	247.0	32.0	93.0	13.0	334.0	125.0
anoxic_water	4443316.3	2.0	0.0	31.0	0.0	34.0	2.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	8.0	7.0	0.0	3.0	0.0	1.0	0.0	9.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	3.0	11.0	0.0	0.0	0.0	8.0	3.0	0.0	0.0	9.0	154.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	4.0	32.0	1.0	8.0	0.0	0.0	2.0	0.0	8.0	10.0
anoxic_water	4443317.3	2.0	1.0	7.0	0.0	7.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	3.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	49.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	4.0	2.0	0.0	7.0	0.0	0.0	0.0	0.0	7.0	0.0
anoxic_water	4443776.3	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
anoxic_water	4443777.3	0.0	0.0	0.0	0.0	6.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4.0	2.0	0.0	0.0	4.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
bulk_soil	4449249.3	34.0	23.0	451.0	23.0	90.0	10.0	0.0	229.0	6.0	5.0	1.0	1.0	0.0	11.0	0.0	158.0	0.0	15.0	3.0	0.0	52.0	16.0	26.0	85.0	97.0	2.0	50.0	2.0	16.0	0.0	33.0	69.0	0.0	0.0	0.0	0.0	6.0	2.0	7.0	8.0	0.0	0.0	0.0	0.0	8.0	0.0	1.0	2.0	0.0	13.0	5.0	31.0	21.0	21.0	21.0	76.0	0.0	0.0	2.0	33.0	35.0	8.0	0.0	62.0	148.0	0.0	12.0	11.0	0.0	2.0	4.0	31.0	16.0	5.0	0.0	20.0	0.0	10.0	186.0	27.0	9.0	26.0	4.0	75.0	18.0
bulk_soil	4449252.3	39.0	43.0	690.0	38.0	140.0	14.0	0.0	317.0	8.0	13.0	1.0	0.0	0.0	24.0	0.0	271.0	0.0	31.0	2.0	0.0	90.0	39.0	44.0	148.0	140.0	0.0	71.0	2.0	47.0	0.0	61.0	109.0	0.0	0.0	0.0	0.0	14.0	0.0	19.0	21.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	37.0	9.0	67.0	17.0	23.0	24.0	89.0	0.0	1.0	0.0	43.0	37.0	9.0	0.0	67.0	211.0	1.0	13.0	19.0	0.0	1.0	16.0	37.0	27.0	14.0	0.0	22.0	1.0	16.0	300.0	36.0	11.0	43.0	9.0	92.0	23.0
bulk_soil	4449255.3	50.0	35.0	558.0	55.0	116.0	9.0	0.0	286.0	14.0	4.0	2.0	1.0	0.0	19.0	0.0	216.0	0.0	20.0	1.0	0.0	61.0	22.0	25.0	107.0	119.0	2.0	73.0	6.0	52.0	0.0	57.0	81.0	0.0	0.0	0.0	0.0	17.0	3.0	5.0	12.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	1.0	0.0	18.0	18.0	51.0	32.0	17.0	20.0	84.0	0.0	1.0	1.0	37.0	38.0	6.0	0.0	63.0	184.0	2.0	14.0	20.0	0.0	1.0	9.0	20.0	31.0	9.0	0.0	35.0	1.0	10.0	286.0	34.0	19.0	38.0	6.0	78.0	34.0
bulk_soil	4449256.3	54.0	44.0	614.0	45.0	140.0	14.0	0.0	331.0	7.0	6.0	0.0	0.0	1.0	17.0	0.0	274.0	0.0	16.0	0.0	0.0	86.0	31.0	38.0	147.0	150.0	4.0	99.0	6.0	43.0	0.0	61.0	87.0	0.0	0.0	0.0	0.0	12.0	3.0	14.0	20.0	0.0	0.0	0.0	0.0	7.0	0.0	4.0	2.0	0.0	26.0	12.0	55.0	31.0	21.0	32.0	86.0	0.0	0.0	1.0	51.0	33.0	13.0	0.0	92.0	204.0	0.0	14.0	16.0	0.0	3.0	9.0	27.0	28.0	11.0	0.0	23.0	1.0	8.0	333.0	32.0	10.0	36.0	8.0	95.0	23.0
bulk_soil	4449258.3	49.0	26.0	501.0	42.0	91.0	7.0	0.0	248.0	7.0	6.0	0.0	4.0	0.0	11.0	0.0	182.0	0.0	18.0	1.0	0.0	53.0	22.0	18.0	98.0	96.0	0.0	80.0	1.0	28.0	0.0	40.0	71.0	0.0	0.0	0.0	0.0	8.0	2.0	1.0	9.0	0.0	0.0	0.0	0.0	7.0	0.0	3.0	5.0	0.0	18.0	16.0	47.0	27.0	18.0	21.0	68.0	0.0	1.0	2.0	33.0	31.0	5.0	0.0	75.0	147.0	0.0	11.0	5.0	0.0	3.0	9.0	16.0	27.0	6.0	0.0	13.0	1.0	6.0	247.0	28.0	8.0	32.0	9.0	65.0	18.0
bulk_soil	4449284.3	45.0	41.0	566.0	43.0	129.0	10.0	0.0	322.0	9.0	8.0	0.0	1.0	1.0	12.0	0.0	220.0	0.0	20.0	1.0	0.0	76.0	36.0	38.0	136.0	123.0	5.0	93.0	3.0	30.0	0.0	45.0	115.0	0.0	0.0	0.0	0.0	12.0	3.0	13.0	21.0	0.0	0.0	0.0	0.0	6.0	0.0	2.0	2.0	0.0	30.0	12.0	39.0	33.0	25.0	21.0	78.0	0.0	0.0	2.0	41.0	54.0	9.0	0.0	75.0	193.0	0.0	5.0	11.0	1.0	2.0	13.0	24.0	21.0	13.0	0.0	36.0	0.0	6.0	269.0	40.0	10.0	34.0	8.0	80.0	23.0
bulk_soil	4449356.3	29.0	20.0	241.0	24.0	64.0	11.0	0.0	127.0	6.0	3.0	0.0	0.0	0.0	6.0	0.0	75.0	0.0	13.0	1.0	0.0	24.0	16.0	14.0	53.0	53.0	1.0	32.0	4.0	15.0	0.0	15.0	40.0	0.0	0.0	0.0	0.0	11.0	1.0	3.0	10.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	10.0	8.0	24.0	15.0	3.0	14.0	54.0	0.0	0.0	1.0	26.0	23.0	6.0	0.0	33.0	86.0	0.0	10.0	2.0	0.0	1.0	6.0	17.0	9.0	2.0	0.0	14.0	1.0	5.0	115.0	17.0	4.0	14.0	4.0	39.0	13.0
bulk_soil	4449357.3	39.0	23.0	470.0	33.0	113.0	6.0	0.0	237.0	8.0	7.0	1.0	0.0	0.0	16.0	0.0	175.0	0.0	19.0	0.0	0.0	64.0	22.0	22.0	97.0	89.0	6.0	62.0	1.0	31.0	0.0	33.0	56.0	0.0	0.0	0.0	0.0	6.0	0.0	7.0	13.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	16.0	14.0	30.0	21.0	12.0	18.0	71.0	0.0	1.0	3.0	32.0	16.0	5.0	0.0	45.0	159.0	0.0	5.0	9.0	0.0	4.0	3.0	14.0	23.0	7.0	0.0	32.0	0.0	6.0	234.0	26.0	8.0	33.0	9.0	60.0	20.0
bulk_soil	4449358.3	50.0	52.0	527.0	38.0	115.0	12.0	0.0	262.0	5.0	12.0	1.0	2.0	0.0	28.0	0.0	149.0	0.0	21.0	1.0	0.0	56.0	38.0	23.0	102.0	114.0	2.0	75.0	5.0	35.0	0.0	45.0	81.0	0.0	0.0	0.0	0.0	10.0	0.0	7.0	15.0	0.0	0.0	0.0	0.0	9.0	0.0	3.0	4.0	0.0	33.0	16.0	54.0	35.0	17.0	19.0	89.0	0.0	1.0	1.0	37.0	37.0	12.0	0.0	71.0	168.0	0.0	13.0	11.0	0.0	1.0	8.0	21.0	19.0	11.0	0.0	30.0	0.0	11.0	242.0	26.0	10.0	42.0	5.0	84.0	27.0
bulk_soil	4449359.3	28.0	22.0	399.0	24.0	87.0	2.0	0.0	179.0	3.0	0.0	0.0	1.0	1.0	14.0	0.0	113.0	0.0	16.0	1.0	0.0	32.0	14.0	18.0	85.0	82.0	2.0	52.0	2.0	20.0	0.0	25.0	72.0	0.0	0.0	0.0	0.0	9.0	0.0	8.0	8.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	5.0	0.0	15.0	5.0	31.0	18.0	17.0	21.0	48.0	0.0	1.0	0.0	38.0	19.0	2.0	0.0	52.0	119.0	2.0	11.0	13.0	0.0	4.0	5.0	17.0	11.0	10.0	0.0	26.0	0.0	9.0	183.0	23.0	8.0	17.0	5.0	81.0	12.0
bulk_soil	4449360.3	54.0	49.0	562.0	38.0	121.0	11.0	0.0	262.0	8.0	11.0	1.0	2.0	0.0	26.0	0.0	127.0	0.0	24.0	1.0	0.0	49.0	42.0	24.0	106.0	113.0	1.0	70.0	5.0	33.0	0.0	47.0	77.0	0.0	0.0	0.0	0.0	9.0	3.0	4.0	18.0	0.0	0.0	0.0	0.0	11.0	0.0	1.0	3.0	0.0	30.0	13.0	47.0	38.0	17.0	16.0	71.0	0.0	3.0	3.0	45.0	32.0	9.0	0.0	66.0	176.0	1.0	10.0	10.0	0.0	4.0	14.0	23.0	25.0	7.0	0.0	26.0	2.0	5.0	242.0	33.0	7.0	31.0	12.0	74.0	23.0
bulk_soil	4449362.3	42.0	26.0	556.0	30.0	105.0	5.0	0.0	266.0	11.0	10.0	0.0	1.0	0.0	11.0	0.0	175.0	0.0	23.0	2.0	0.0	57.0	19.0	35.0	127.0	114.0	6.0	64.0	2.0	36.0	0.0	51.0	80.0	0.0	0.0	0.0	0.0	6.0	1.0	9.0	16.0	0.0	0.0	0.0	0.0	11.0	0.0	4.0	4.0	0.0	18.0	13.0	35.0	20.0	27.0	18.0	67.0	0.0	0.0	1.0	37.0	31.0	12.0	0.0	72.0	175.0	2.0	14.0	16.0	0.0	3.0	8.0	22.0	26.0	7.0	0.0	32.0	0.0	11.0	227.0	31.0	8.0	34.0	12.0	86.0	19.0
bulk_soil	4449363.3	41.0	29.0	376.0	28.0	89.0	4.0	0.0	185.0	12.0	10.0	2.0	1.0	0.0	10.0	0.0	132.0	0.0	19.0	2.0	0.0	35.0	19.0	27.0	75.0	85.0	0.0	52.0	3.0	40.0	0.0	35.0	63.0	0.0	0.0	0.0	0.0	11.0	1.0	5.0	11.0	0.0	0.0	0.0	0.0	5.0	0.0	4.0	1.0	0.0	19.0	9.0	43.0	28.0	13.0	13.0	71.0	0.0	1.0	0.0	26.0	16.0	9.0	0.0	57.0	147.0	0.0	8.0	10.0	0.0	1.0	6.0	15.0	22.0	8.0	0.0	18.0	0.0	12.0	175.0	15.0	5.0	20.0	8.0	62.0	19.0
